GISJOIN,STATE,COUNTY,TRACTA,HousingUnits_1990,HousingUnits_2000,HousingUnits_2010,VacantForSale_1990,ForSalePercent_1990,VacantForSale_2000,ForSalePercent_2000,VacantForSale_2010,ForSalePercent_2010,Forsale_2015,HousingUnits_2015,ForSalePercent_2015
G0400130319905,Arizona,Maricopa County,319905,1970.00,2140.00,2146.00,35.00,1.78,10.00,0.47,41.00,1.91,0.00,2146.00,0.00
G0400130319906,Arizona,Maricopa County,319906,711.26,1125.31,1424.00,19.01,2.67,7.00,0.62,13.00,0.91,37.00,1424.00,2.60
G0400130319907,Arizona,Maricopa County,319907,714.00,813.00,832.00,11.00,1.54,8.00,0.98,2.00,0.24,5.00,832.00,0.60
G0400130319908,Arizona,Maricopa County,319908,1227.00,992.00,995.00,12.00,0.98,1.00,0.10,13.00,1.31,0.00,995.00,0.00
G0400130319909,Arizona,Maricopa County,319909,902.31,995.86,1001.00,31.02,3.44,7.00,0.70,9.00,0.90,21.00,1001.00,2.10
G0400130319910,Arizona,Maricopa County,319910,461.00,1355.00,1480.00,7.00,1.52,37.00,2.73,23.00,1.55,37.00,1480.00,2.50
G0400130320001,Arizona,Maricopa County,320001,1601.00,3116.00,3490.00,11.00,0.69,3.00,0.10,8.00,0.23,60.00,3490.00,1.72
G0400130320002,Arizona,Maricopa County,320002,1180.16,1198.47,1376.00,3.39,0.29,4.02,0.34,3.00,0.22,0.00,1376.00,0.00
G0400130320007,Arizona,Maricopa County,320007,2608.00,2739.00,3195.00,13.00,0.50,10.00,0.37,31.00,0.97,141.00,3195.00,4.41
G0400130320100,Arizona,Maricopa County,320100,1119.00,1028.00,1652.00,39.00,3.49,8.00,0.78,33.00,2.00,32.00,1652.00,1.94
G0400130420104,Arizona,Maricopa County,420104,1015.00,2586.00,3096.00,41.00,4.04,15.00,0.58,77.00,2.49,0.00,3096.00,0.00
G0400130420105,Arizona,Maricopa County,420105,814.00,1303.00,2045.00,23.00,2.83,9.00,0.69,145.00,7.09,46.00,2045.00,2.25
G0400130420107,Arizona,Maricopa County,420107,7.35,1113.24,2774.00,0.00,0.00,35.00,3.14,86.00,3.10,0.00,2774.00,0.00
G0400130420108,Arizona,Maricopa County,420108,129.65,286.76,552.00,0.00,0.00,2.00,0.70,23.00,4.17,0.00,552.00,0.00
G0400130420109,Arizona,Maricopa County,420109,342.00,515.00,1442.00,1.00,0.29,22.00,4.27,37.00,2.57,0.00,1442.00,0.00
G0400130420110,Arizona,Maricopa County,420110,383.11,984.00,1903.00,16.69,4.36,26.00,2.64,32.00,1.68,0.00,1903.00,0.00
G0400130420111,Arizona,Maricopa County,420111,990.00,1470.00,1364.00,48.00,4.85,5.00,0.34,37.00,2.71,126.00,1364.00,9.24
G0400130420112,Arizona,Maricopa County,420112,161.89,803.00,1213.00,3.31,2.04,37.00,4.61,38.00,3.13,17.00,1213.00,1.40
G0400130420113,Arizona,Maricopa County,420113,589.00,1132.00,1966.00,10.00,1.70,15.00,1.33,23.00,1.17,0.00,1966.00,0.00
G0400130420114,Arizona,Maricopa County,420114,985.00,1055.00,1293.00,42.00,4.26,16.00,1.52,40.00,3.09,0.00,1293.00,0.00
G0400130420115,Arizona,Maricopa County,420115,1269.00,1294.00,1484.00,28.00,2.21,4.00,0.31,49.00,3.30,130.00,1484.00,8.76
G0400130420116,Arizona,Maricopa County,420116,2055.00,2479.00,2114.00,66.00,3.21,13.00,0.52,25.00,1.18,16.00,2114.00,0.76
G0400130420202,Arizona,Maricopa County,420202,1933.00,2240.00,2620.00,53.00,2.74,32.00,1.43,69.00,2.63,52.00,2620.00,1.98
G0400130420206,Arizona,Maricopa County,420206,2474.57,3380.00,3097.00,89.46,3.62,64.00,1.89,139.00,4.49,130.00,3097.00,4.20
G0400130420207,Arizona,Maricopa County,420207,230.43,1282.00,1357.00,13.54,5.88,19.00,1.48,40.00,2.95,17.00,1357.00,1.25
G0400130420208,Arizona,Maricopa County,420208,1427.97,1847.00,1936.00,92.00,6.44,16.00,0.87,36.00,1.86,58.00,1936.00,3.00
G0400130420209,Arizona,Maricopa County,420209,2124.03,2155.00,2170.00,52.00,2.45,42.00,1.95,57.00,2.63,0.00,2170.00,0.00
G0400130420210,Arizona,Maricopa County,420210,1912.00,2107.00,2128.00,57.00,2.98,33.00,1.57,63.00,2.96,18.00,2128.00,0.85
G0400130420211,Arizona,Maricopa County,420211,91.00,1584.00,1769.00,7.00,7.69,22.00,1.39,36.00,2.04,0.00,1769.00,0.00
G0400130420212,Arizona,Maricopa County,420212,624.00,1391.00,1643.00,19.00,3.04,18.00,1.29,94.00,5.72,31.00,1643.00,1.89
G0400130420213,Arizona,Maricopa County,420213,3179.00,3161.00,3063.00,15.00,0.47,10.00,0.32,18.00,0.59,61.00,3063.00,1.99
G0400130420214,Arizona,Maricopa County,420214,2246.00,2315.00,2460.00,36.00,1.60,19.00,0.82,60.00,2.44,43.00,2460.00,1.75
G0400130420215,Arizona,Maricopa County,420215,605.00,632.00,661.00,10.00,1.65,4.00,0.63,21.00,3.18,88.00,661.00,13.31
G0400130420216,Arizona,Maricopa County,420216,822.00,1638.00,2263.00,38.00,4.62,48.00,2.93,45.00,1.99,51.00,2263.00,2.25
G0400130420301,Arizona,Maricopa County,420301,466.00,647.00,730.00,10.00,2.15,7.00,1.08,8.00,1.10,23.00,730.00,3.15
G0400130420302,Arizona,Maricopa County,420302,787.01,1586.01,1667.00,16.00,2.03,10.00,0.63,15.00,0.90,0.00,1667.00,0.00
G0400130420303,Arizona,Maricopa County,420303,883.00,1290.00,1383.00,23.00,2.60,22.00,1.71,23.00,1.66,0.00,1383.00,0.00
G0400130420304,Arizona,Maricopa County,420304,115.00,255.00,378.00,3.00,2.61,3.00,1.18,9.00,2.38,18.00,378.00,4.76
G0400130420401,Arizona,Maricopa County,420401,1748.00,1907.00,1844.00,57.00,3.26,71.00,3.72,74.00,4.01,62.00,1844.00,3.36
G0400130420402,Arizona,Maricopa County,420402,463.00,464.00,519.00,11.00,2.38,4.00,0.86,12.00,2.31,0.00,519.00,0.00
G0400130420501,Arizona,Maricopa County,420501,2359.00,2478.00,2642.00,14.00,0.59,5.00,0.20,35.00,1.32,0.00,2642.00,0.00
G0400130420503,Arizona,Maricopa County,420503,1305.00,1390.00,1414.00,15.00,1.15,10.00,0.72,19.00,1.34,0.00,1414.00,0.00
G0400130420504,Arizona,Maricopa County,420504,1262.00,1311.00,1310.00,38.00,3.01,8.00,0.61,22.00,1.68,26.00,1310.00,1.98
G0400130420602,Arizona,Maricopa County,420602,1532.00,1687.00,1702.00,20.00,1.31,6.00,0.36,29.00,1.70,0.00,1702.00,0.00
G0400130420603,Arizona,Maricopa County,420603,1280.99,1331.99,1355.00,21.00,1.64,11.00,0.83,21.00,1.55,0.00,1355.00,0.00
G0400130420604,Arizona,Maricopa County,420604,1476.00,1568.00,1644.00,38.00,2.57,10.00,0.64,27.00,1.64,0.00,1644.00,0.00
G0400130420704,Arizona,Maricopa County,420704,1312.00,1692.00,1749.00,28.00,2.13,4.00,0.24,24.00,1.37,132.00,1749.00,7.55
G0400130420705,Arizona,Maricopa County,420705,386.00,691.00,1117.00,16.00,4.15,16.00,2.32,27.00,2.42,0.00,1117.00,0.00
G0400130420706,Arizona,Maricopa County,420706,1010.00,1389.00,1467.00,44.00,4.36,10.00,0.72,30.00,2.04,41.00,1467.00,2.79
G0400130420707,Arizona,Maricopa County,420707,3184.00,3085.00,2138.00,28.00,0.88,44.00,1.43,19.00,0.89,49.00,2138.00,2.29
G0400130420708,Arizona,Maricopa County,420708,3849.00,3282.00,3258.00,96.00,2.49,25.00,0.76,27.00,0.83,0.00,3258.00,0.00
G0400130420709,Arizona,Maricopa County,420709,2793.00,2902.00,2739.00,58.00,2.08,52.00,1.79,46.00,1.68,0.00,2739.00,0.00
G0400130420710,Arizona,Maricopa County,420710,1101.00,1409.00,1695.00,31.00,2.82,33.00,2.34,21.00,1.24,0.00,1695.00,0.00
G0400130420800,Arizona,Maricopa County,420800,1793.00,1882.00,1842.00,20.00,1.12,8.00,0.43,55.00,2.99,15.00,1842.00,0.81
G0400130420901,Arizona,Maricopa County,420901,1190.00,1196.00,1232.00,7.00,0.59,3.00,0.25,18.00,1.46,0.00,1232.00,0.00
G0400130420902,Arizona,Maricopa County,420902,1281.00,1274.00,1272.00,42.00,3.28,11.00,0.86,39.00,3.07,60.00,1272.00,4.72
G0400130421001,Arizona,Maricopa County,421001,2001.00,1889.00,1900.00,17.00,0.85,8.00,0.42,10.00,0.53,0.00,1900.00,0.00
G0400130421002,Arizona,Maricopa County,421002,1241.00,1713.00,1627.00,36.00,2.90,5.00,0.29,27.00,1.66,21.00,1627.00,1.29
G0400130421101,Arizona,Maricopa County,421101,1523.00,1688.00,1748.00,41.00,2.69,31.00,1.84,24.00,1.37,32.00,1748.00,1.83
G0400130421102,Arizona,Maricopa County,421102,2324.00,2209.00,2325.00,7.00,0.30,14.00,0.63,26.00,1.12,0.00,2325.00,0.00
G0400130421201,Arizona,Maricopa County,421201,1585.00,1384.00,2670.00,16.00,1.01,10.00,0.72,29.00,1.09,0.00,2670.00,0.00
G0400130421202,Arizona,Maricopa County,421202,1548.00,2136.00,1619.00,49.00,3.17,19.00,0.89,33.00,2.04,106.00,1619.00,6.55
G0400130421302,Arizona,Maricopa County,421302,2390.00,2487.00,2475.00,60.00,2.51,17.00,0.68,25.00,1.01,0.00,2475.00,0.00
G0400130421303,Arizona,Maricopa County,421303,1904.00,1935.00,1871.00,18.00,0.95,15.00,0.78,32.00,1.71,53.00,1871.00,2.83
G0400130421304,Arizona,Maricopa County,421304,1287.00,1562.00,1547.00,2.00,0.16,3.00,0.19,1.00,0.06,24.00,1547.00,1.55
G0400130421400,Arizona,Maricopa County,421400,2008.00,1578.00,1511.00,29.00,1.44,3.00,0.19,16.00,1.06,20.00,1511.00,1.32
G0400130421501,Arizona,Maricopa County,421501,1540.00,1479.00,1461.00,23.00,1.49,2.00,0.14,19.00,1.30,82.00,1461.00,5.61
G0400130421502,Arizona,Maricopa County,421502,1271.00,1204.00,1195.00,10.00,0.79,7.00,0.58,23.00,1.92,35.00,1195.00,2.93
G0400130421601,Arizona,Maricopa County,421601,1159.00,1146.00,1145.00,16.00,1.38,4.00,0.35,21.00,1.83,11.00,1145.00,0.96
G0400130421602,Arizona,Maricopa County,421602,1439.00,1447.00,1404.00,22.00,1.53,7.00,0.48,18.00,1.28,55.00,1404.00,3.92
G0400130421701,Arizona,Maricopa County,421701,2027.00,2246.00,2352.00,46.00,2.27,22.00,0.98,51.00,2.17,0.00,2352.00,0.00
G0400130421702,Arizona,Maricopa County,421702,1849.00,1857.00,1704.00,35.00,1.89,31.00,1.67,27.00,1.58,27.00,1704.00,1.58
G0400130421801,Arizona,Maricopa County,421801,791.00,791.00,788.00,12.00,1.52,5.00,0.63,16.00,2.03,15.00,788.00,1.90
G0400130421802,Arizona,Maricopa County,421802,1410.00,1409.00,1393.00,39.00,2.77,4.00,0.28,29.00,2.08,26.00,1393.00,1.87
G0400130421901,Arizona,Maricopa County,421901,1241.00,1243.00,1249.00,7.00,0.56,0.00,0.00,18.00,1.44,25.00,1249.00,2.00
G0400130421902,Arizona,Maricopa County,421902,1736.00,1764.00,1812.00,12.00,0.69,8.00,0.45,30.00,1.66,0.00,1812.00,0.00
G0400130422001,Arizona,Maricopa County,422001,1195.00,1210.00,1333.00,15.00,1.26,8.00,0.66,27.00,2.03,14.00,1333.00,1.05
G0400130422002,Arizona,Maricopa County,422002,1428.00,1430.00,1473.00,14.00,0.98,4.00,0.28,14.00,0.95,16.00,1473.00,1.09
G0400130422102,Arizona,Maricopa County,422102,1784.00,2131.00,1885.00,36.00,2.02,46.00,2.16,46.00,2.44,58.00,1885.00,3.08
G0400130422103,Arizona,Maricopa County,422103,2505.00,2546.00,2668.00,7.00,0.28,5.00,0.20,5.00,0.19,36.00,2668.00,1.35
G0400130422104,Arizona,Maricopa County,422104,2774.00,2764.00,2770.00,9.00,0.32,9.00,0.33,30.00,1.08,0.00,2770.00,0.00
G0400130422105,Arizona,Maricopa County,422105,1323.00,1326.00,1367.00,30.00,2.27,8.00,0.60,15.00,1.10,0.00,1367.00,0.00
G0400130422106,Arizona,Maricopa County,422106,2315.00,2258.00,2404.00,17.00,0.73,5.00,0.22,9.00,0.37,38.00,2404.00,1.58
G0400130422107,Arizona,Maricopa County,422107,1983.00,1959.00,2003.00,20.00,1.01,8.00,0.41,31.00,1.55,116.00,2003.00,5.79
G0400130422203,Arizona,Maricopa County,422203,2515.00,2392.00,2395.00,42.00,1.67,9.00,0.38,24.00,1.00,98.00,2395.00,4.09
G0400130422204,Arizona,Maricopa County,422204,1450.00,1461.00,1439.00,17.00,1.17,4.00,0.27,13.00,0.90,0.00,1439.00,0.00
G0400130422205,Arizona,Maricopa County,422205,633.00,622.00,620.00,18.00,2.84,2.00,0.32,6.00,0.97,0.00,620.00,0.00
G0400130422209,Arizona,Maricopa County,422209,2283.00,2370.00,2950.00,35.00,1.53,9.00,0.38,66.00,2.24,38.00,2950.00,1.29
G0400130422210,Arizona,Maricopa County,422210,2037.00,2007.00,2083.00,27.00,1.33,12.00,0.60,43.00,2.06,0.00,2083.00,0.00
G0400130422211,Arizona,Maricopa County,422211,1007.69,1092.14,1204.00,20.98,2.08,5.00,0.46,9.00,0.75,67.00,1204.00,5.56
G0400130422212,Arizona,Maricopa County,422212,1822.00,1790.00,1789.00,42.00,2.31,10.00,0.56,18.00,1.01,0.00,1789.00,0.00
G0400130422213,Arizona,Maricopa County,422213,925.90,954.90,960.00,13.00,1.40,5.00,0.52,25.00,2.60,0.00,960.00,0.00
G0400130422215,Arizona,Maricopa County,422215,803.00,799.00,802.00,18.00,2.24,2.00,0.25,9.00,1.12,38.00,802.00,4.74
G0400130422216,Arizona,Maricopa County,422216,1486.00,1968.00,1985.00,15.00,1.01,8.00,0.41,29.00,1.46,24.00,1985.00,1.21
G0400130422217,Arizona,Maricopa County,422217,1626.01,1610.01,1608.00,32.00,1.97,22.00,1.37,36.00,2.24,19.00,1608.00,1.18
G0400130422218,Arizona,Maricopa County,422218,1241.84,1173.78,1193.00,10.00,0.81,2.00,0.17,14.00,1.17,117.00,1193.00,9.81
G0400130422219,Arizona,Maricopa County,422219,1314.00,1344.00,1347.00,40.00,3.04,10.00,0.74,10.00,0.74,0.00,1347.00,0.00
G0400130422220,Arizona,Maricopa County,422220,813.99,807.99,811.00,21.00,2.58,3.00,0.37,11.00,1.36,15.00,811.00,1.85
G0400130422221,Arizona,Maricopa County,422221,2049.00,2059.00,2063.00,26.00,1.27,5.00,0.24,25.00,1.21,40.00,2063.00,1.94
G0400130422222,Arizona,Maricopa County,422222,864.00,868.00,867.00,4.00,0.46,2.00,0.23,8.00,0.92,71.00,867.00,8.19
G0400130422301,Arizona,Maricopa County,422301,1622.00,2027.00,1750.00,19.00,1.17,6.00,0.30,40.00,2.29,0.00,1750.00,0.00
G0400130422302,Arizona,Maricopa County,422302,1948.00,1939.00,1945.00,29.00,1.49,5.00,0.26,27.00,1.39,76.00,1945.00,3.91
G0400130422304,Arizona,Maricopa County,422304,248.63,682.00,1334.00,6.00,2.41,11.00,1.61,14.00,1.05,0.00,1334.00,0.00
G0400130422305,Arizona,Maricopa County,422305,1095.00,2128.00,2397.00,81.00,7.40,20.00,0.94,49.00,2.04,0.00,2397.00,0.00
G0400130422307,Arizona,Maricopa County,422307,926.37,1830.00,1830.00,0.00,0.00,4.00,0.22,27.00,1.48,27.00,1830.00,1.48
G0400130422308,Arizona,Maricopa County,422308,724.00,1898.00,2092.00,12.00,1.66,9.00,0.47,48.00,2.29,58.00,2092.00,2.77
G0400130422309,Arizona,Maricopa County,422309,7.00,1747.00,2009.00,0.00,0.00,55.00,3.15,35.00,1.74,82.00,2009.00,4.08
G0400130422401,Arizona,Maricopa County,422401,834.00,1172.00,1448.00,3.00,0.36,15.00,1.28,31.00,2.14,0.00,1448.00,0.00
G0400130422402,Arizona,Maricopa County,422402,1490.00,1831.00,1865.00,25.00,1.68,13.00,0.71,36.00,1.93,141.00,1865.00,7.56
G0400130422403,Arizona,Maricopa County,422403,504.00,1824.00,1881.00,11.00,2.18,6.00,0.33,30.00,1.59,0.00,1881.00,0.00
G0400130422404,Arizona,Maricopa County,422404,531.00,1368.00,1517.00,14.00,2.64,5.00,0.37,48.00,3.16,33.00,1517.00,2.18
G0400130422501,Arizona,Maricopa County,422501,1773.00,2105.00,2028.00,43.00,2.43,20.00,0.95,46.00,2.27,19.00,2028.00,0.94
G0400130422502,Arizona,Maricopa County,422502,1934.00,1976.00,2079.00,50.00,2.59,14.00,0.71,32.00,1.54,0.00,2079.00,0.00
G0400130422503,Arizona,Maricopa County,422503,2252.00,2261.00,2349.00,39.00,1.73,9.00,0.40,39.00,1.66,61.00,2349.00,2.60
G0400130422504,Arizona,Maricopa County,422504,1023.00,1864.00,1953.00,35.00,3.42,6.00,0.32,30.00,1.54,0.00,1953.00,0.00
G0400130422506,Arizona,Maricopa County,422506,991.00,1903.00,1938.00,40.00,4.04,15.00,0.79,31.00,1.60,0.00,1938.00,0.00
G0400130422507,Arizona,Maricopa County,422507,610.00,1768.00,1811.00,55.00,9.02,21.00,1.19,29.00,1.60,17.00,1811.00,0.94
G0400130422508,Arizona,Maricopa County,422508,1372.00,1336.00,1359.00,49.00,3.57,4.00,0.30,20.00,1.47,0.00,1359.00,0.00
G0400130422509,Arizona,Maricopa County,422509,832.00,1876.00,1876.00,59.00,7.09,10.00,0.53,39.00,2.08,26.00,1876.00,1.39
G0400130422510,Arizona,Maricopa County,422510,142.00,888.00,1040.00,5.00,3.52,31.00,3.49,12.00,1.15,0.00,1040.00,0.00
G0400130422511,Arizona,Maricopa County,422511,165.00,827.00,1013.00,2.00,1.21,6.00,0.73,20.00,1.97,0.00,1013.00,0.00
G0400130422512,Arizona,Maricopa County,422512,25.68,1680.00,1702.00,0.00,0.00,18.00,1.07,38.00,2.23,0.00,1702.00,0.00
G0400130422513,Arizona,Maricopa County,422513,1357.00,1632.00,1759.00,39.00,2.87,19.00,1.16,62.00,3.52,61.00,1759.00,3.47
G0400130422514,Arizona,Maricopa County,422514,960.00,1383.00,1801.00,47.00,4.90,13.00,0.94,28.00,1.55,0.00,1801.00,0.00
G0400130422606,Arizona,Maricopa County,422606,230.32,1182.00,2732.00,4.00,1.74,26.00,2.20,69.00,2.53,41.00,2732.00,1.50
G0400130422607,Arizona,Maricopa County,422607,2558.00,3044.00,3164.00,50.00,1.95,31.00,1.02,66.00,2.09,38.00,3164.00,1.20
G0400130422609,Arizona,Maricopa County,422609,1378.00,1796.00,1887.00,32.00,2.32,14.00,0.78,48.00,2.54,37.00,1887.00,1.96
G0400130422610,Arizona,Maricopa County,422610,2627.00,2783.00,2625.00,86.00,3.27,53.00,1.90,46.00,1.75,0.00,2625.00,0.00
G0400130422615,Arizona,Maricopa County,422615,91.15,860.00,2602.00,4.57,5.01,22.00,2.56,61.00,2.34,0.00,2602.00,0.00
G0400130422616,Arizona,Maricopa County,422616,837.58,1161.00,2575.00,20.18,2.41,16.00,1.38,45.00,1.75,0.00,2575.00,0.00
G0400130422617,Arizona,Maricopa County,422617,4.00,1957.00,2020.00,0.00,0.00,31.00,1.58,61.00,3.02,0.00,2020.00,0.00
G0400130422618,Arizona,Maricopa County,422618,685.78,2387.00,2389.00,7.20,1.05,47.00,1.97,26.00,1.09,0.00,2389.00,0.00
G0400130422620,Arizona,Maricopa County,422620,128.00,721.00,1018.00,2.00,1.56,7.00,0.97,19.00,1.87,14.00,1018.00,1.38
G0400130422621,Arizona,Maricopa County,422621,41.00,842.53,1351.00,1.00,2.44,7.00,0.83,31.00,2.29,57.00,1351.00,4.22
G0400130422622,Arizona,Maricopa County,422622,218.00,1240.47,1487.00,10.00,4.59,19.00,1.53,23.00,1.55,0.00,1487.00,0.00
G0400130422623,Arizona,Maricopa County,422623,7.00,330.00,1558.00,0.00,0.00,6.00,1.82,45.00,2.89,0.00,1558.00,0.00
G0400130422624,Arizona,Maricopa County,422624,2828.00,3322.00,3062.00,35.00,1.24,75.00,2.26,39.00,1.27,8.00,3062.00,0.26
G0400130422625,Arizona,Maricopa County,422625,2108.00,1881.00,2416.00,76.00,3.61,72.00,3.83,73.00,3.02,9.00,2416.00,0.37
G0400130422626,Arizona,Maricopa County,422626,1983.00,2246.00,2278.00,48.00,2.42,21.00,0.93,63.00,2.77,0.00,2278.00,0.00
G0400130422627,Arizona,Maricopa County,422627,1826.00,1986.00,1971.00,59.00,3.23,43.00,2.17,52.00,2.64,0.00,1971.00,0.00
G0400130422628,Arizona,Maricopa County,422628,1633.00,1895.00,1897.00,36.00,2.20,25.00,1.32,48.00,2.53,0.00,1897.00,0.00
G0400130422629,Arizona,Maricopa County,422629,521.00,1358.00,1663.00,22.00,4.22,13.00,0.96,23.00,1.38,43.00,1663.00,2.59
G0400130422630,Arizona,Maricopa County,422630,1726.00,2677.00,2437.00,75.00,4.35,73.00,2.73,34.00,1.40,0.00,2437.00,0.00
G0400130422631,Arizona,Maricopa County,422631,125.80,820.00,1958.00,4.72,3.75,40.00,4.88,100.00,5.11,26.00,1958.00,1.33
G0400130422632,Arizona,Maricopa County,422632,927.00,1509.00,1992.00,17.00,1.83,32.00,2.12,55.00,2.76,0.00,1992.00,0.00
G0400130422633,Arizona,Maricopa County,422633,333.00,1015.00,1519.00,17.00,5.11,9.00,0.89,9.00,0.59,9.00,1519.00,0.59
G0400130422634,Arizona,Maricopa County,422634,1946.00,2200.00,2332.00,42.00,2.16,48.00,2.18,88.00,3.77,100.00,2332.00,4.29
G0400130422635,Arizona,Maricopa County,422635,708.00,1274.00,1832.00,22.00,3.11,17.00,1.33,12.00,0.66,0.00,1832.00,0.00
G0400130422636,Arizona,Maricopa County,422636,164.00,715.00,1273.00,25.00,15.24,7.00,0.98,8.00,0.63,52.00,1273.00,4.08
G0400130422637,Arizona,Maricopa County,422637,496.00,939.00,1172.00,40.00,8.06,3.00,0.32,24.00,2.05,59.00,1172.00,5.03
G0400130422638,Arizona,Maricopa County,422638,19.00,425.00,1729.00,0.00,0.00,5.00,1.18,26.00,1.50,37.00,1729.00,2.14
G0400130422639,Arizona,Maricopa County,422639,2555.00,3188.00,3139.00,71.00,2.78,58.00,1.82,76.00,2.42,11.00,3139.00,0.35
G0400130422640,Arizona,Maricopa County,422640,732.22,1515.00,2604.00,31.80,4.34,248.00,16.37,69.00,2.65,0.00,2604.00,0.00
G0400130422641,Arizona,Maricopa County,422641,27.00,1019.00,2071.00,0.00,0.00,10.00,0.98,54.00,2.61,44.00,2071.00,2.12
G0400130422642,Arizona,Maricopa County,422642,13.00,589.00,2179.00,1.47,11.31,87.00,14.77,52.00,2.39,113.00,2179.00,5.19
G0400130422643,Arizona,Maricopa County,422643,0.22,1056.84,1904.00,0.02,9.09,165.14,15.63,61.00,3.20,162.00,1904.00,8.51
G0400130422644,Arizona,Maricopa County,422644,0.25,212.16,3371.00,0.03,12.00,21.86,10.30,68.00,2.02,110.00,3371.00,3.26
G0400130422646,Arizona,Maricopa County,422646,0.00,0.00,2421.00,0.00,0.00,0.00,0.00,122.00,5.04,0.00,2421.00,0.00
G0400130522800,Arizona,Maricopa County,522800,701.00,745.00,690.00,0.00,0.00,20.00,2.68,0.00,0.00,24.00,690.00,3.48
G0400130522901,Arizona,Maricopa County,522901,1234.00,1737.00,2006.00,32.00,2.59,14.00,0.81,46.00,2.29,37.00,2006.00,1.84
G0400130522903,Arizona,Maricopa County,522903,1054.79,1478.00,1668.00,28.47,2.70,27.00,1.83,35.00,2.10,138.00,1668.00,8.27
G0400130522904,Arizona,Maricopa County,522904,947.21,1439.00,1503.00,14.53,1.53,10.00,0.69,53.00,3.53,22.00,1503.00,1.46
G0400130523002,Arizona,Maricopa County,523002,2016.00,2061.00,1972.00,22.00,1.09,12.00,0.58,46.00,2.33,0.00,1972.00,0.00
G0400130523003,Arizona,Maricopa County,523003,1893.00,2291.00,2804.00,34.00,1.80,15.00,0.65,82.00,2.92,65.00,2804.00,2.32
G0400130523005,Arizona,Maricopa County,523005,1190.00,1767.00,2060.00,22.00,1.85,6.00,0.34,30.00,1.46,0.00,2060.00,0.00
G0400130523006,Arizona,Maricopa County,523006,1694.00,2350.00,2387.00,25.00,1.48,24.00,1.02,73.00,3.06,0.00,2387.00,0.00
G0400130523102,Arizona,Maricopa County,523102,1053.00,1741.00,1785.00,3.00,0.28,21.00,1.21,34.00,1.90,0.00,1785.00,0.00
G0400130523103,Arizona,Maricopa County,523103,1250.00,2450.00,2601.00,10.00,0.80,7.00,0.29,22.00,0.85,0.00,2601.00,0.00
G0400130523104,Arizona,Maricopa County,523104,1590.00,2115.00,2509.00,21.00,1.32,8.00,0.38,32.00,1.28,0.00,2509.00,0.00
G0400130610000,Arizona,Maricopa County,610000,590.20,1533.00,2568.00,12.00,2.03,20.00,1.30,123.00,4.79,71.00,2568.00,2.76
G0400130610100,Arizona,Maricopa County,610100,66.68,118.79,566.00,1.00,1.50,5.36,4.51,15.00,2.65,0.00,566.00,0.00
G0400130610200,Arizona,Maricopa County,610200,15.13,424.61,3754.00,0.00,0.00,57.20,13.47,111.00,2.96,33.00,3754.00,0.88
G0400130610300,Arizona,Maricopa County,610300,16.25,382.53,3246.00,0.00,0.00,50.67,13.25,95.00,2.93,30.00,3246.00,0.92
G0400130610400,Arizona,Maricopa County,610400,1.91,63.49,1801.00,0.00,0.00,8.75,13.78,64.00,3.55,0.00,1801.00,0.00
G0400130610500,Arizona,Maricopa County,610500,455.48,1317.18,2606.00,8.00,1.76,34.00,2.58,88.00,3.38,0.00,2606.00,0.00
G0400130610600,Arizona,Maricopa County,610600,10.84,3.52,2220.00,2.00,18.45,0.00,0.00,55.00,2.48,18.00,2220.00,0.81
G0400130610700,Arizona,Maricopa County,610700,713.44,1620.89,2989.00,28.00,3.92,42.02,2.59,107.00,3.58,22.00,2989.00,0.74
G0400130610800,Arizona,Maricopa County,610800,2.07,51.00,1306.00,0.00,0.00,0.00,0.00,70.00,5.36,24.00,1306.00,1.84
G0400130610900,Arizona,Maricopa County,610900,263.98,708.78,2097.00,3.00,1.14,5.00,0.71,35.00,1.67,10.00,2097.00,0.48
G0400130611000,Arizona,Maricopa County,611000,0.16,0.31,837.00,0.00,0.00,0.00,0.00,37.00,4.42,50.00,837.00,5.97
G0400130611100,Arizona,Maricopa County,611100,3.86,6.69,1061.00,0.00,0.00,0.00,0.00,25.00,2.36,0.00,1061.00,0.00
G0400130611200,Arizona,Maricopa County,611200,27.00,600.00,1840.00,0.00,0.00,84.00,14.00,37.00,2.01,0.00,1840.00,0.00
G0400130611300,Arizona,Maricopa County,611300,0.51,8.22,2189.00,0.00,0.00,0.00,0.00,49.00,2.24,32.00,2189.00,1.46
G0400130611400,Arizona,Maricopa County,611400,0.10,718.67,2272.00,0.01,10.00,13.49,1.88,79.00,3.48,0.00,2272.00,0.00
G0400130611500,Arizona,Maricopa County,611500,4.75,148.33,1973.00,0.68,14.32,1.55,1.04,67.00,3.40,86.00,1973.00,4.36
G0400130611600,Arizona,Maricopa County,611600,19.10,279.44,1104.00,2.01,10.52,3.56,1.27,20.00,1.81,0.00,1104.00,0.00
G0400130611700,Arizona,Maricopa County,611700,508.42,1679.00,2303.00,9.29,1.83,13.00,0.77,59.00,2.56,51.00,2303.00,2.21
G0400130611800,Arizona,Maricopa County,611800,766.58,2461.00,2468.00,21.71,2.83,11.00,0.45,79.00,3.20,78.00,2468.00,3.16
G0400130611900,Arizona,Maricopa County,611900,54.05,123.56,944.00,1.31,2.42,3.39,2.74,26.00,2.75,0.00,944.00,0.00
