GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,Asian_1990,Asian_2000,Asian_2010
G0400130113502,2010,Arizona,4,Maricopa County,13,113502,12.07,7.55,11
G0400130113601,2010,Arizona,4,Maricopa County,13,113601,1,7.97,66
G0400130113602,2010,Arizona,4,Maricopa County,13,113602,25,28.03,21
G0400130113700,2010,Arizona,4,Maricopa County,13,113700,54,121,163
G0400130113801,2010,Arizona,4,Maricopa County,13,113801,30,32,99
G0400130113802,2010,Arizona,4,Maricopa County,13,113802,8,0,0
G0400130113900,2010,Arizona,4,Maricopa County,13,113900,7,8,6
G0400130114000,2010,Arizona,4,Maricopa County,13,114000,18,20,106
G0400130114100,2010,Arizona,4,Maricopa County,13,114100,20,10,27
G0400130114200,2010,Arizona,4,Maricopa County,13,114200,24,7,31
G0400130114301,2010,Arizona,4,Maricopa County,13,114301,8,6,29
G0400130114302,2010,Arizona,4,Maricopa County,13,114302,17,24,27
G0400130114401,2010,Arizona,4,Maricopa County,13,114401,15,13,10
G0400130114402,2010,Arizona,4,Maricopa County,13,114402,38,23,11
G0400130114500,2010,Arizona,4,Maricopa County,13,114500,49,26,28
G0400130114600,2010,Arizona,4,Maricopa County,13,114600,15,10,3
G0400130114703,2010,Arizona,4,Maricopa County,13,114703,2,23,42
G0400130114800,2010,Arizona,4,Maricopa County,13,114800,7,13,29
G0400130114900,2010,Arizona,4,Maricopa County,13,114900,35,77,124
G0400130115200,2010,Arizona,4,Maricopa County,13,115200,22,5,10
G0400130115300,2010,Arizona,4,Maricopa County,13,115300,12,17,21
G0400130115400,2010,Arizona,4,Maricopa County,13,115400,16,4,10
G0400130115500,2010,Arizona,4,Maricopa County,13,115500,42,25,15
G0400130115600,2010,Arizona,4,Maricopa County,13,115600,18,13,75
G0400130115700,2010,Arizona,4,Maricopa County,13,115700,25,21,49
G0400130115801,2010,Arizona,4,Maricopa County,13,115801,22,9,7
G0400130115802,2010,Arizona,4,Maricopa County,13,115802,13,11,14
G0400130115900,2010,Arizona,4,Maricopa County,13,115900,3,3,89
G0400130116000,2010,Arizona,4,Maricopa County,13,116000,6,4,187
G0400130116100,2010,Arizona,4,Maricopa County,13,116100,3,8,33
G0400130116202,2010,Arizona,4,Maricopa County,13,116202,111,115,114
G0400130116203,2010,Arizona,4,Maricopa County,13,116203,10,26,199
G0400130116204,2010,Arizona,4,Maricopa County,13,116204,88,90,76
G0400130116205,2010,Arizona,4,Maricopa County,13,116205,71,74,156
G0400130116300,2010,Arizona,4,Maricopa County,13,116300,36,52,64
G0400130116400,2010,Arizona,4,Maricopa County,13,116400,13,28,38
G0400130116500,2010,Arizona,4,Maricopa County,13,116500,31,20,45
G0400130116602,2010,Arizona,4,Maricopa County,13,116602,18,22,134
G0400130116603,2010,Arizona,4,Maricopa County,13,116603,0,13,430
G0400130116604,2010,Arizona,4,Maricopa County,13,116604,0,0,307
G0400130116605,2010,Arizona,4,Maricopa County,13,116605,0,0,496
G0400130116606,2010,Arizona,4,Maricopa County,13,116606,13,10,281
G0400130116607,2010,Arizona,4,Maricopa County,13,116607,0,0,168
G0400130116608,2010,Arizona,4,Maricopa County,13,116608,0,0,224
G0400130116609,2010,Arizona,4,Maricopa County,13,116609,0,1,228
G0400130116610,2010,Arizona,4,Maricopa County,13,116610,0,2.01,422
G0400130116611,2010,Arizona,4,Maricopa County,13,116611,9,8.99,244
G0400130116612,2010,Arizona,4,Maricopa County,13,116612,5,9,342
G0400130116613,2010,Arizona,4,Maricopa County,13,116613,4,3,307
G0400130116702,2010,Arizona,4,Maricopa County,13,116702,16,24,100
G0400130116703,2010,Arizona,4,Maricopa County,13,116703,10,21,77
G0400130116704,2010,Arizona,4,Maricopa County,13,116704,78.84,102.4,309
G0400130116707,2010,Arizona,4,Maricopa County,13,116707,62,55,70
G0400130116708,2010,Arizona,4,Maricopa County,13,116708,41,120,141
G0400130116709,2010,Arizona,4,Maricopa County,13,116709,19.96,82.68,85
G0400130116710,2010,Arizona,4,Maricopa County,13,116710,127.7,178,163
G0400130116711,2010,Arizona,4,Maricopa County,13,116711,5.3,82,114
G0400130116712,2010,Arizona,4,Maricopa County,13,116712,96,271,531
G0400130116713,2010,Arizona,4,Maricopa County,13,116713,96,357,423
G0400130116714,2010,Arizona,4,Maricopa County,13,116714,28.93,217,250
G0400130116715,2010,Arizona,4,Maricopa County,13,116715,43,53,57
G0400130116717,2010,Arizona,4,Maricopa County,13,116717,40,155,236
G0400130116718,2010,Arizona,4,Maricopa County,13,116718,18,92,151
G0400130116719,2010,Arizona,4,Maricopa County,13,116719,3,427,567
G0400130116720,2010,Arizona,4,Maricopa County,13,116720,42,153,172
G0400130116721,2010,Arizona,4,Maricopa County,13,116721,72,177,140
G0400130116725,2010,Arizona,4,Maricopa County,13,116725,1.54,182,290
G0400130116727,2010,Arizona,4,Maricopa County,13,116727,1.18,266,356
G0400130116728,2010,Arizona,4,Maricopa County,13,116728,2.65,194,299
G0400130116729,2010,Arizona,4,Maricopa County,13,116729,13.77,232,242
G0400130116730,2010,Arizona,4,Maricopa County,13,116730,0.04,3.5,260
G0400130116731,2010,Arizona,4,Maricopa County,13,116731,0.89,141.5,192
G0400130116732,2010,Arizona,4,Maricopa County,13,116732,33,15,94
G0400130116733,2010,Arizona,4,Maricopa County,13,116733,0,11,18
G0400130116800,2010,Arizona,4,Maricopa County,13,116800,68,15,17
G0400130116900,2010,Arizona,4,Maricopa County,13,116900,30,34,18
G0400130117000,2010,Arizona,4,Maricopa County,13,117000,219,294,660
G0400130117100,2010,Arizona,4,Maricopa County,13,117100,12,32,117
G0400130117200,2010,Arizona,4,Maricopa County,13,117200,1,2,4
G0400130117300,2010,Arizona,4,Maricopa County,13,117300,25,0,2
G0400130216806,2010,Arizona,4,Maricopa County,13,216806,48,73,62
G0400130216807,2010,Arizona,4,Maricopa County,13,216807,138,144,126
G0400130216809,2010,Arizona,4,Maricopa County,13,216809,4,75.94,204
G0400130216810,2010,Arizona,4,Maricopa County,13,216810,5,30,57
G0400130216813,2010,Arizona,4,Maricopa County,13,216813,59,89,93
G0400130216816,2010,Arizona,4,Maricopa County,13,216816,44,117.03,177
G0400130216818,2010,Arizona,4,Maricopa County,13,216818,9,49,97
G0400130216819,2010,Arizona,4,Maricopa County,13,216819,8,50,102
G0400130216820,2010,Arizona,4,Maricopa County,13,216820,20,22,88
G0400130216821,2010,Arizona,4,Maricopa County,13,216821,14,59.02,124
G0400130216822,2010,Arizona,4,Maricopa County,13,216822,4,46,80
G0400130216826,2010,Arizona,4,Maricopa County,13,216826,26,120,130
G0400130216829,2010,Arizona,4,Maricopa County,13,216829,1.07,29,92
G0400130216830,2010,Arizona,4,Maricopa County,13,216830,29,162,115
G0400130216831,2010,Arizona,4,Maricopa County,13,216831,12,49,83
G0400130216832,2010,Arizona,4,Maricopa County,13,216832,21,46,49
G0400130216833,2010,Arizona,4,Maricopa County,13,216833,71.9,96.81,183
G0400130216834,2010,Arizona,4,Maricopa County,13,216834,19,23,36
G0400130216835,2010,Arizona,4,Maricopa County,13,216835,18,50,116
G0400130216836,2010,Arizona,4,Maricopa County,13,216836,34,57,84
G0400130216837,2010,Arizona,4,Maricopa County,13,216837,50.84,108.4,215
G0400130216838,2010,Arizona,4,Maricopa County,13,216838,29.61,150.97,290
G0400130216839,2010,Arizona,4,Maricopa County,13,216839,60.19,134.2,188
G0400130216840,2010,Arizona,4,Maricopa County,13,216840,7,67,157
G0400130216841,2010,Arizona,4,Maricopa County,13,216841,4,78,150
G0400130216842,2010,Arizona,4,Maricopa County,13,216842,0,74,157
G0400130216843,2010,Arizona,4,Maricopa County,13,216843,4.67,26,55
G0400130216844,2010,Arizona,4,Maricopa County,13,216844,0,7,79
G0400130216845,2010,Arizona,4,Maricopa County,13,216845,0,47,108
G0400130216846,2010,Arizona,4,Maricopa County,13,216846,5.66,156.99,391
G0400130216847,2010,Arizona,4,Maricopa County,13,216847,2.16,42.4,303
G0400130216848,2010,Arizona,4,Maricopa County,13,216848,4.87,109.7,314
G0400130216849,2010,Arizona,4,Maricopa County,13,216849,4.66,159.7,356
G0400130216850,2010,Arizona,4,Maricopa County,13,216850,8.25,113,350
G0400130216851,2010,Arizona,4,Maricopa County,13,216851,1.1,53.59,101
G0400130216852,2010,Arizona,4,Maricopa County,13,216852,6.84,91,131
G0400130216853,2010,Arizona,4,Maricopa County,13,216853,14.07,124,371
G0400130216901,2010,Arizona,4,Maricopa County,13,216901,24,31,55
G0400130216902,2010,Arizona,4,Maricopa County,13,216902,43,43,103
G0400130217001,2010,Arizona,4,Maricopa County,13,217001,26,45,73
G0400130217002,2010,Arizona,4,Maricopa County,13,217002,67,77,92
G0400130217101,2010,Arizona,4,Maricopa County,13,217101,25,42,48
G0400130217102,2010,Arizona,4,Maricopa County,13,217102,27,40,39
G0400130217201,2010,Arizona,4,Maricopa County,13,217201,4,13,57
G0400130217203,2010,Arizona,4,Maricopa County,13,217203,8,10,42
G0400130217204,2010,Arizona,4,Maricopa County,13,217204,27,79,78
G0400130217300,2010,Arizona,4,Maricopa County,13,217300,15,24,61
G0400130217400,2010,Arizona,4,Maricopa County,13,217400,34.1,33.05,60
G0400130217501,2010,Arizona,4,Maricopa County,13,217501,41,55,49
G0400130217502,2010,Arizona,4,Maricopa County,13,217502,12,63,70
G0400130217600,2010,Arizona,4,Maricopa County,13,217600,48,101,86
G0400130217700,2010,Arizona,4,Maricopa County,13,217700,61,76,114
G0400130217800,2010,Arizona,4,Maricopa County,13,217800,66,78,127
G0400130217900,2010,Arizona,4,Maricopa County,13,217900,60,77,76
G0400130218000,2010,Arizona,4,Maricopa County,13,218000,53,70,85
G0400130218100,2010,Arizona,4,Maricopa County,13,218100,30,56,52
G0400130218200,2010,Arizona,4,Maricopa County,13,218200,80,57,97
G0400130218300,2010,Arizona,4,Maricopa County,13,218300,40.92,92.75,142
G0400130318400,2010,Arizona,4,Maricopa County,13,318400,103,114,162
G0400130318501,2010,Arizona,4,Maricopa County,13,318501,98,90,123
G0400130318700,2010,Arizona,4,Maricopa County,13,318700,100,68,130
G0400130318800,2010,Arizona,4,Maricopa County,13,318800,232,273,298
G0400130318900,2010,Arizona,4,Maricopa County,13,318900,168,168,169
G0400130319000,2010,Arizona,4,Maricopa County,13,319000,194,121,425
G0400130319101,2010,Arizona,4,Maricopa County,13,319101,744,997,574
G0400130319103,2010,Arizona,4,Maricopa County,13,319103,759,690,959
G0400130319104,2010,Arizona,4,Maricopa County,13,319104,265,377,636
G0400130319201,2010,Arizona,4,Maricopa County,13,319201,153,256,265
G0400130319202,2010,Arizona,4,Maricopa County,13,319202,67,93,101
G0400130319300,2010,Arizona,4,Maricopa County,13,319300,43,51,117
G0400130319401,2010,Arizona,4,Maricopa County,13,319401,84,125,219
G0400130319402,2010,Arizona,4,Maricopa County,13,319402,130,155,177
G0400130319403,2010,Arizona,4,Maricopa County,13,319403,169,162,128
G0400130319404,2010,Arizona,4,Maricopa County,13,319404,76,73,76
G0400130319500,2010,Arizona,4,Maricopa County,13,319500,163,170,239
G0400130319600,2010,Arizona,4,Maricopa County,13,319600,177,155,175
G0400130319703,2010,Arizona,4,Maricopa County,13,319703,46,93,176
G0400130319704,2010,Arizona,4,Maricopa County,13,319704,44,41,55
G0400130319705,2010,Arizona,4,Maricopa County,13,319705,89,140,89
G0400130319706,2010,Arizona,4,Maricopa County,13,319706,60,241,274
G0400130319800,2010,Arizona,4,Maricopa County,13,319800,131,275,239
G0400130319902,2010,Arizona,4,Maricopa County,13,319902,62,44,50
G0400130319903,2010,Arizona,4,Maricopa County,13,319903,115,223,223
G0400130319904,2010,Arizona,4,Maricopa County,13,319904,168,137,146
G0400130319905,2010,Arizona,4,Maricopa County,13,319905,286,216,178
G0400130319906,2010,Arizona,4,Maricopa County,13,319906,32.37,220.27,238
G0400130319907,2010,Arizona,4,Maricopa County,13,319907,60,67,89
G0400130319908,2010,Arizona,4,Maricopa County,13,319908,60,74,98
G0400130319909,2010,Arizona,4,Maricopa County,13,319909,115.22,105.02,113
G0400130319910,2010,Arizona,4,Maricopa County,13,319910,59,338,394
G0400130320001,2010,Arizona,4,Maricopa County,13,320001,150,277,739
G0400130320002,2010,Arizona,4,Maricopa County,13,320002,4.21,7.92,0
G0400130320007,2010,Arizona,4,Maricopa County,13,320007,144,280,306
G0400130320100,2010,Arizona,4,Maricopa County,13,320100,50,57,124
G0400130420104,2010,Arizona,4,Maricopa County,13,420104,5,31,53
G0400130420105,2010,Arizona,4,Maricopa County,13,420105,15,29,87
G0400130420107,2010,Arizona,4,Maricopa County,13,420107,0,58,229
G0400130420108,2010,Arizona,4,Maricopa County,13,420108,0,2,21
G0400130420109,2010,Arizona,4,Maricopa County,13,420109,3,8,75
G0400130420110,2010,Arizona,4,Maricopa County,13,420110,0,12,55
G0400130420111,2010,Arizona,4,Maricopa County,13,420111,20,36,48
G0400130420112,2010,Arizona,4,Maricopa County,13,420112,2,18,56
G0400130420113,2010,Arizona,4,Maricopa County,13,420113,6,7,38
G0400130420114,2010,Arizona,4,Maricopa County,13,420114,5,7,55
G0400130420115,2010,Arizona,4,Maricopa County,13,420115,3,5,47
G0400130420116,2010,Arizona,4,Maricopa County,13,420116,13,8,35
G0400130420202,2010,Arizona,4,Maricopa County,13,420202,34,47,60
G0400130420206,2010,Arizona,4,Maricopa County,13,420206,4,14,29
G0400130420207,2010,Arizona,4,Maricopa County,13,420207,4,36,41
G0400130420208,2010,Arizona,4,Maricopa County,13,420208,30,71,74
G0400130420209,2010,Arizona,4,Maricopa County,13,420209,84,84,51
G0400130420210,2010,Arizona,4,Maricopa County,13,420210,59,69,53
G0400130420211,2010,Arizona,4,Maricopa County,13,420211,10,52,102
G0400130420212,2010,Arizona,4,Maricopa County,13,420212,2,11,33
G0400130420213,2010,Arizona,4,Maricopa County,13,420213,0,0,4
G0400130420214,2010,Arizona,4,Maricopa County,13,420214,11,15,66
G0400130420215,2010,Arizona,4,Maricopa County,13,420215,17,12,11
G0400130420216,2010,Arizona,4,Maricopa County,13,420216,8,47,58
G0400130420301,2010,Arizona,4,Maricopa County,13,420301,27,29,96
G0400130420302,2010,Arizona,4,Maricopa County,13,420302,24,118,106
G0400130420303,2010,Arizona,4,Maricopa County,13,420303,46,78,115
G0400130420304,2010,Arizona,4,Maricopa County,13,420304,4,8,38
G0400130420401,2010,Arizona,4,Maricopa County,13,420401,16,28,29
G0400130420402,2010,Arizona,4,Maricopa County,13,420402,7,9,17
G0400130420501,2010,Arizona,4,Maricopa County,13,420501,54,57,112
G0400130420503,2010,Arizona,4,Maricopa County,13,420503,30,60,61
G0400130420504,2010,Arizona,4,Maricopa County,13,420504,40,63,39
G0400130420602,2010,Arizona,4,Maricopa County,13,420602,34,49,44
G0400130420603,2010,Arizona,4,Maricopa County,13,420603,37,54,47
G0400130420604,2010,Arizona,4,Maricopa County,13,420604,30,45,42
G0400130420704,2010,Arizona,4,Maricopa County,13,420704,36,66,65
G0400130420705,2010,Arizona,4,Maricopa County,13,420705,37,68,175
G0400130420706,2010,Arizona,4,Maricopa County,13,420706,48,53,89
G0400130420707,2010,Arizona,4,Maricopa County,13,420707,2,14,14
G0400130420708,2010,Arizona,4,Maricopa County,13,420708,25,21,33
G0400130420709,2010,Arizona,4,Maricopa County,13,420709,5,14,25
G0400130420710,2010,Arizona,4,Maricopa County,13,420710,3,53,43
G0400130420800,2010,Arizona,4,Maricopa County,13,420800,33,45,25
G0400130420901,2010,Arizona,4,Maricopa County,13,420901,28,30,35
G0400130420902,2010,Arizona,4,Maricopa County,13,420902,29,39,17
G0400130421001,2010,Arizona,4,Maricopa County,13,421001,34,25,22
G0400130421002,2010,Arizona,4,Maricopa County,13,421002,9,26,39
G0400130421101,2010,Arizona,4,Maricopa County,13,421101,38,31,60
G0400130421102,2010,Arizona,4,Maricopa County,13,421102,57,42,40
G0400130421201,2010,Arizona,4,Maricopa County,13,421201,56,81,212
G0400130421202,2010,Arizona,4,Maricopa County,13,421202,36,63,60
G0400130421302,2010,Arizona,4,Maricopa County,13,421302,58,76,39
G0400130421303,2010,Arizona,4,Maricopa County,13,421303,82,143,106
G0400130421304,2010,Arizona,4,Maricopa County,13,421304,42,113,122
G0400130421400,2010,Arizona,4,Maricopa County,13,421400,31,28,12
G0400130421501,2010,Arizona,4,Maricopa County,13,421501,16,17,15
G0400130421502,2010,Arizona,4,Maricopa County,13,421502,9,26,23
G0400130421601,2010,Arizona,4,Maricopa County,13,421601,21,20,15
G0400130421602,2010,Arizona,4,Maricopa County,13,421602,16,42,20
G0400130421701,2010,Arizona,4,Maricopa County,13,421701,41,54,65
G0400130421702,2010,Arizona,4,Maricopa County,13,421702,14,24,15
G0400130421801,2010,Arizona,4,Maricopa County,13,421801,31,49,18
G0400130421802,2010,Arizona,4,Maricopa County,13,421802,19,33,46
G0400130421901,2010,Arizona,4,Maricopa County,13,421901,65,38,31
G0400130421902,2010,Arizona,4,Maricopa County,13,421902,26,31,37
G0400130422001,2010,Arizona,4,Maricopa County,13,422001,24,19,5
G0400130422002,2010,Arizona,4,Maricopa County,13,422002,34,39,12
G0400130422102,2010,Arizona,4,Maricopa County,13,422102,32,103,99
G0400130422103,2010,Arizona,4,Maricopa County,13,422103,109,197,198
G0400130422104,2010,Arizona,4,Maricopa County,13,422104,131,274,227
G0400130422105,2010,Arizona,4,Maricopa County,13,422105,47,59,88
G0400130422106,2010,Arizona,4,Maricopa County,13,422106,79,87,49
G0400130422107,2010,Arizona,4,Maricopa County,13,422107,86,115,98
G0400130422203,2010,Arizona,4,Maricopa County,13,422203,51,90,95
G0400130422204,2010,Arizona,4,Maricopa County,13,422204,78,73,74
G0400130422205,2010,Arizona,4,Maricopa County,13,422205,38,38,29
G0400130422209,2010,Arizona,4,Maricopa County,13,422209,149,185,311
G0400130422210,2010,Arizona,4,Maricopa County,13,422210,163,131,151
G0400130422211,2010,Arizona,4,Maricopa County,13,422211,90.78,89.98,103
G0400130422212,2010,Arizona,4,Maricopa County,13,422212,209,147,168
G0400130422213,2010,Arizona,4,Maricopa County,13,422213,54.99,74.99,60
G0400130422215,2010,Arizona,4,Maricopa County,13,422215,75,70,72
G0400130422216,2010,Arizona,4,Maricopa County,13,422216,179,280,230
G0400130422217,2010,Arizona,4,Maricopa County,13,422217,169,109,76
G0400130422218,2010,Arizona,4,Maricopa County,13,422218,112.64,67.74,114
G0400130422219,2010,Arizona,4,Maricopa County,13,422219,61,74,88
G0400130422220,2010,Arizona,4,Maricopa County,13,422220,88,75,79
G0400130422221,2010,Arizona,4,Maricopa County,13,422221,121,177,148
G0400130422222,2010,Arizona,4,Maricopa County,13,422222,112,83,78
G0400130422301,2010,Arizona,4,Maricopa County,13,422301,22,42,67
G0400130422302,2010,Arizona,4,Maricopa County,13,422302,107,79,89
G0400130422304,2010,Arizona,4,Maricopa County,13,422304,5,57,156
G0400130422305,2010,Arizona,4,Maricopa County,13,422305,102,284,452
G0400130422307,2010,Arizona,4,Maricopa County,13,422307,24,226,260
G0400130422308,2010,Arizona,4,Maricopa County,13,422308,14,360,382
G0400130422309,2010,Arizona,4,Maricopa County,13,422309,0,395,569
G0400130422401,2010,Arizona,4,Maricopa County,13,422401,19,98,127
G0400130422402,2010,Arizona,4,Maricopa County,13,422402,44,79,87
G0400130422403,2010,Arizona,4,Maricopa County,13,422403,24,230,208
G0400130422404,2010,Arizona,4,Maricopa County,13,422404,15,129,120
G0400130422501,2010,Arizona,4,Maricopa County,13,422501,36,58,56
G0400130422502,2010,Arizona,4,Maricopa County,13,422502,82,68,114
G0400130422503,2010,Arizona,4,Maricopa County,13,422503,97,104,107
G0400130422504,2010,Arizona,4,Maricopa County,13,422504,26,133,143
G0400130422506,2010,Arizona,4,Maricopa County,13,422506,45,95,121
G0400130422507,2010,Arizona,4,Maricopa County,13,422507,50,130,154
G0400130422508,2010,Arizona,4,Maricopa County,13,422508,48,73,47
G0400130422509,2010,Arizona,4,Maricopa County,13,422509,44,144,207
G0400130422510,2010,Arizona,4,Maricopa County,13,422510,1,97,151
G0400130422511,2010,Arizona,4,Maricopa County,13,422511,0,95,130
G0400130422512,2010,Arizona,4,Maricopa County,13,422512,0,188,178
G0400130422513,2010,Arizona,4,Maricopa County,13,422513,47,30,52
G0400130422514,2010,Arizona,4,Maricopa County,13,422514,27,69,91
G0400130422606,2010,Arizona,4,Maricopa County,13,422606,3,101,555
G0400130422607,2010,Arizona,4,Maricopa County,13,422607,1,14,21
G0400130422609,2010,Arizona,4,Maricopa County,13,422609,17,33,51
G0400130422610,2010,Arizona,4,Maricopa County,13,422610,1,4,15
G0400130422615,2010,Arizona,4,Maricopa County,13,422615,0,50,234
G0400130422616,2010,Arizona,4,Maricopa County,13,422616,3,30,92
G0400130422617,2010,Arizona,4,Maricopa County,13,422617,0,125,155
G0400130422618,2010,Arizona,4,Maricopa County,13,422618,0,8,10
G0400130422620,2010,Arizona,4,Maricopa County,13,422620,2,64,112
G0400130422621,2010,Arizona,4,Maricopa County,13,422621,0,36,313
G0400130422622,2010,Arizona,4,Maricopa County,13,422622,4,74,128
G0400130422623,2010,Arizona,4,Maricopa County,13,422623,0,34,370
G0400130422624,2010,Arizona,4,Maricopa County,13,422624,0,7,10
G0400130422625,2010,Arizona,4,Maricopa County,13,422625,11,16,25
G0400130422626,2010,Arizona,4,Maricopa County,13,422626,8,11,10
G0400130422627,2010,Arizona,4,Maricopa County,13,422627,10,11,27
G0400130422628,2010,Arizona,4,Maricopa County,13,422628,2,9,39
G0400130422629,2010,Arizona,4,Maricopa County,13,422629,1,34,51
G0400130422630,2010,Arizona,4,Maricopa County,13,422630,17,16,29
G0400130422631,2010,Arizona,4,Maricopa County,13,422631,0,49,122
G0400130422632,2010,Arizona,4,Maricopa County,13,422632,2,19,46
G0400130422633,2010,Arizona,4,Maricopa County,13,422633,0,38,112
G0400130422634,2010,Arizona,4,Maricopa County,13,422634,16,7,37
G0400130422635,2010,Arizona,4,Maricopa County,13,422635,0,1,26
G0400130422636,2010,Arizona,4,Maricopa County,13,422636,2,44,87
G0400130422637,2010,Arizona,4,Maricopa County,13,422637,13,99,83
G0400130422638,2010,Arizona,4,Maricopa County,13,422638,4,19,174
G0400130422639,2010,Arizona,4,Maricopa County,13,422639,1,18,62
G0400130422640,2010,Arizona,4,Maricopa County,13,422640,0,8,106
G0400130422641,2010,Arizona,4,Maricopa County,13,422641,0,71,185
G0400130422642,2010,Arizona,4,Maricopa County,13,422642,0,29,181
G0400130422643,2010,Arizona,4,Maricopa County,13,422643,0,45,157
G0400130422644,2010,Arizona,4,Maricopa County,13,422644,0,3,245
G0400130422646,2010,Arizona,4,Maricopa County,13,422646,0,0,358
G0400130522800,2010,Arizona,4,Maricopa County,13,522800,108,18,60
G0400130522901,2010,Arizona,4,Maricopa County,13,522901,29,109,207
G0400130522903,2010,Arizona,4,Maricopa County,13,522903,13.58,70,55
G0400130522904,2010,Arizona,4,Maricopa County,13,522904,21.42,99,167
G0400130523002,2010,Arizona,4,Maricopa County,13,523002,51,65,106
G0400130523003,2010,Arizona,4,Maricopa County,13,523003,51,159,215
G0400130523005,2010,Arizona,4,Maricopa County,13,523005,112,213,317
G0400130523006,2010,Arizona,4,Maricopa County,13,523006,166,248,319
G0400130523102,2010,Arizona,4,Maricopa County,13,523102,26,100,187
G0400130523103,2010,Arizona,4,Maricopa County,13,523103,49,381,545
G0400130523104,2010,Arizona,4,Maricopa County,13,523104,33,144,349
G0400130610000,2010,Arizona,4,Maricopa County,13,610000,19,37,217
G0400130610100,2010,Arizona,4,Maricopa County,13,610100,2,0.76,25
G0400130610200,2010,Arizona,4,Maricopa County,13,610200,0,9.93,165
G0400130610300,2010,Arizona,4,Maricopa County,13,610300,0,8.99,277
G0400130610400,2010,Arizona,4,Maricopa County,13,610400,0,1.52,124
G0400130610500,2010,Arizona,4,Maricopa County,13,610500,4,8.78,80
G0400130610600,2010,Arizona,4,Maricopa County,13,610600,0,0.02,150
G0400130610700,2010,Arizona,4,Maricopa County,13,610700,7,16,60
G0400130610800,2010,Arizona,4,Maricopa County,13,610800,0,0,277
G0400130610900,2010,Arizona,4,Maricopa County,13,610900,3,20,175
G0400130611000,2010,Arizona,4,Maricopa County,13,611000,0,0,223
G0400130611100,2010,Arizona,4,Maricopa County,13,611100,0,0,266
G0400130611200,2010,Arizona,4,Maricopa County,13,611200,0,55,344
G0400130611300,2010,Arizona,4,Maricopa County,13,611300,0,0,205
G0400130611400,2010,Arizona,4,Maricopa County,13,611400,0.01,50.21,406
G0400130611500,2010,Arizona,4,Maricopa County,13,611500,0.34,17.51,703
G0400130611600,2010,Arizona,4,Maricopa County,13,611600,0.51,24.37,219
G0400130611700,2010,Arizona,4,Maricopa County,13,611700,16.14,87,222
G0400130611800,2010,Arizona,4,Maricopa County,13,611800,19.86,107,99
G0400130611900,2010,Arizona,4,Maricopa County,13,611900,4.15,6.91,184
G0400130612000,2010,Arizona,4,Maricopa County,13,612000,0,1,192
G0400130612200,2010,Arizona,4,Maricopa County,13,612200,0,0,265
G0400130612300,2010,Arizona,4,Maricopa County,13,612300,0,3,679
G0400130612400,2010,Arizona,4,Maricopa County,13,612400,0,27,350
G0400130612500,2010,Arizona,4,Maricopa County,13,612500,2,15,89
G0400130612600,2010,Arizona,4,Maricopa County,13,612600,1,34,74
G0400130612700,2010,Arizona,4,Maricopa County,13,612700,0,38,28
G0400130612800,2010,Arizona,4,Maricopa County,13,612800,0,30,45
G0400130612900,2010,Arizona,4,Maricopa County,13,612900,1,39,37
G0400130613000,2010,Arizona,4,Maricopa County,13,613000,3,9,44
G0400130613100,2010,Arizona,4,Maricopa County,13,613100,0,22,34
G0400130613200,2010,Arizona,4,Maricopa County,13,613200,3,27,50
G0400130613300,2010,Arizona,4,Maricopa County,13,613300,7,96,188
G0400130613400,2010,Arizona,4,Maricopa County,13,613400,0,35,51
G0400130613500,2010,Arizona,4,Maricopa County,13,613500,0,5,152
G0400130613600,2010,Arizona,4,Maricopa County,13,613600,3,25,160
G0400130613700,2010,Arizona,4,Maricopa County,13,613700,0,10,188
G0400130613800,2010,Arizona,4,Maricopa County,13,613800,2,58,80
G0400130613900,2010,Arizona,4,Maricopa County,13,613900,0,92,315
G0400130614000,2010,Arizona,4,Maricopa County,13,614000,0,117,153
G0400130614100,2010,Arizona,4,Maricopa County,13,614100,3,365,439
G0400130614200,2010,Arizona,4,Maricopa County,13,614200,0,183,262
G0400130614300,2010,Arizona,4,Maricopa County,13,614300,0,169,232
G0400130614400,2010,Arizona,4,Maricopa County,13,614400,8,45,65
G0400130614500,2010,Arizona,4,Maricopa County,13,614500,19,39,175
G0400130614600,2010,Arizona,4,Maricopa County,13,614600,35,157,352
G0400130614700,2010,Arizona,4,Maricopa County,13,614700,19.22,22.12,113
G0400130614800,2010,Arizona,4,Maricopa County,13,614800,47,35,199
G0400130614900,2010,Arizona,4,Maricopa County,13,614900,2.99,110,140
G0400130615000,2010,Arizona,4,Maricopa County,13,615000,0,1,542
G0400130615100,2010,Arizona,4,Maricopa County,13,615100,0,100,165
G0400130615200,2010,Arizona,4,Maricopa County,13,615200,2,69,293
G0400130615300,2010,Arizona,4,Maricopa County,13,615300,3,0,17
G0400130615400,2010,Arizona,4,Maricopa County,13,615400,6,8,10
G0400130615500,2010,Arizona,4,Maricopa County,13,615500,7,9,13
G0400130615600,2010,Arizona,4,Maricopa County,13,615600,0,16,63
G0400130615700,2010,Arizona,4,Maricopa County,13,615700,19,79,102
G0400130615800,2010,Arizona,4,Maricopa County,13,615800,77,190,202
G0400130615900,2010,Arizona,4,Maricopa County,13,615900,0,179,329
G0400130616000,2010,Arizona,4,Maricopa County,13,616000,0,120,253
