GISJOIN,STATE,COUNTY,TRACTA,TotalEthnicityCount_1990,TotalEthnicityCount_2000,TotalEthnicityCount_2010,NotHispanicLatino_1990,NotHispanicPercent_1990,NotHispanicLatino_2000,NotHispanicPercent_2000,NotHispanicLatino_2010,NotHispanicPercent_2010,HispanicLatino_1990,HispanicPercent_1990,HispanicLatino_2000,HispanicPercent_2000,HispanicLatino_2010,HispanicPercent_2010,NotHispanic_2015,Hispanic_2015,HispanicPercent_2015,Total_2015.y
G0400130422218,Arizona,Maricopa County,422218,3566.3,3449.88,3095,3307.19,92.73,2932.48,85,2506,80.97,259.11,7.27,517.4,15,589,19.03,7804,676,12.45,5431
G0400130071509,Arizona,Maricopa County,71509,619,3455,5401,575,92.89,3124,90.42,4629,85.71,44,7.11,331,9.58,772,14.29,4807,405,12.45,3252
G0400130061017,Arizona,Maricopa County,61017,1564.67,0,3496,1120.68,71.62,0,0,2231,63.82,443.99,28.38,0,0,1265,36.18,1857,191,12.63,1512
G0400130941100,Arizona,Maricopa County,941100,48,37,63,9,18.75,17,45.95,23,36.51,39,81.25,20,54.05,40,63.49,3375,332,12.7,2615
G0400130093200,Arizona,Maricopa County,93200,2777,3204,3355,2337,84.16,2309,72.07,1942,57.88,440,15.84,895,27.93,1413,42.12,6674,670,12.7,5275
G0400130216826,Arizona,Maricopa County,216826,3405,5117,4521,3295,96.77,4937,96.48,4241,93.81,110,3.23,180,3.52,280,6.19,4811,491,12.72,3861
G0400130420604,Arizona,Maricopa County,420604,4723,4755,4273,4535,96.02,4414,92.83,3796,88.84,188,3.98,341,7.17,477,11.16,6798,603,12.72,4739
G0400130420202,Arizona,Maricopa County,420202,3773,4871,5087,3499,92.74,4474,91.85,4409,86.67,274,7.26,397,8.15,678,13.33,5955,553,12.74,4339
G0400130422103,Arizona,Maricopa County,422103,3976,4834,4903,3501,88.05,3848,79.6,3422,69.79,475,11.95,986,20.4,1481,30.21,4113,387,12.75,3035
G0400130422639,Arizona,Maricopa County,422639,3441,4317,3658,3427,99.59,4259,98.66,3562,97.38,14,0.41,58,1.34,96,2.62,1753,156,12.76,1223
G0400130104217,Arizona,Maricopa County,104217,5521,5457,4882,5050,91.47,4883,89.48,4091,83.8,471,8.53,574,10.52,791,16.2,2965,351,12.77,2749
G0400130421101,Arizona,Maricopa County,421101,4010,4136,3886,3506,87.43,3282,79.35,2544,65.47,504,12.57,854,20.65,1342,34.53,4429,418,12.93,3232
G0400130216902,Arizona,Maricopa County,216902,3819,4030,3930,3692,96.67,3773,93.62,3628,92.32,127,3.33,257,6.38,302,7.68,3924,352,12.99,2710
G0400130103208,Arizona,Maricopa County,103208,3448,3563,3927,3344,96.98,3409,95.68,3685,93.84,104,3.02,154,4.32,242,6.16,2308,269,13,2069
G0400130522901,Arizona,Maricopa County,522901,2509,3672,4410,2230,88.88,3103,84.5,3238,73.42,279,11.12,569,15.5,1172,26.58,3490,375,13.04,2875
G0400130061030,Arizona,Maricopa County,61030,4.09,33.11,7272,0.05,1.22,2.04,6.16,5966,82.04,4.04,98.78,31.07,93.84,1306,17.96,4650,592,13.13,4509
G0400130813500,Arizona,Maricopa County,813500,402,735,2902,347,86.32,646,87.89,2577,88.8,55,13.68,89,12.11,325,11.2,5284,528,13.13,4021
G0400130319902,Arizona,Maricopa County,319902,2861,2720,2472,2484,86.82,2242,82.43,1846,74.68,377,13.18,478,17.57,626,25.32,5826,532,13.19,4034
G0400130111502,Arizona,Maricopa County,111502,4611,7127,6524,3384,73.39,2365,33.18,1769,27.12,1227,26.61,4762,66.82,4755,72.88,1684,166,13.22,1256
G0400130420901,Arizona,Maricopa County,420901,3228,3431,3158,2848,88.23,2556,74.5,2076,65.74,380,11.77,875,25.5,1082,34.26,3187,308,13.29,2318
G0400130217600,Arizona,Maricopa County,217600,4331,4673,4298,4019,92.8,4140,88.59,3233,75.22,312,7.2,533,11.41,1065,24.78,2361,249,13.38,1861
G0400130116708,Arizona,Maricopa County,116708,4870,5395,5033,4696,96.43,5021,93.07,4536,90.13,174,3.57,374,6.93,497,9.87,3132,310,13.53,2292
G0400130422219,Arizona,Maricopa County,422219,3121,3240,2923,2829,90.64,2755,85.03,2298,78.62,292,9.36,485,14.97,625,21.38,3844,393,13.66,2877
G0400130104702,Arizona,Maricopa County,104702,3526.99,4823.99,4441,3130.99,88.77,2872.99,59.56,2320,52.24,396,11.23,1951,40.44,2121,47.76,3078,350,13.67,2560
G0400130420800,Arizona,Maricopa County,420800,4713,5354,4745,4361,92.53,4316,80.61,3271,68.94,352,7.47,1038,19.39,1474,31.06,6441,606,13.73,4413
G0400130319903,Arizona,Maricopa County,319903,5725,6048,5666,5331,93.12,5511,91.12,4870,85.95,394,6.88,537,8.88,796,14.05,3303,460,13.8,3333
G0400130420104,Arizona,Maricopa County,420104,829,4235,5068,758,91.44,3740,88.31,4298,84.81,71,8.56,495,11.69,770,15.19,11327,934,13.81,6762
G0400130111202,Arizona,Maricopa County,111202,1112.25,1754,1964,736.25,66.19,473,26.97,759,38.65,376,33.81,1281,73.03,1205,61.35,4473,471,13.84,3402
G0400130092708,Arizona,Maricopa County,92708,460,447,2056,408,88.7,380,85.01,1446,70.33,52,11.3,67,14.99,610,29.67,5200,558,13.86,4027
G0400130116714,Arizona,Maricopa County,116714,654.76,3768,3295,620.99,94.84,3486,92.52,2914,88.44,33.77,5.16,282,7.48,381,11.56,2166,256,13.93,1838
G0400130103217,Arizona,Maricopa County,103217,4797,6818,6295,4625,96.41,6517,95.59,5836,92.71,172,3.59,301,4.41,459,7.29,2165,217,13.96,1554
G0400130611300,Arizona,Maricopa County,611300,0.33,15.74,4659,0.33,100,15.74,100,4193,90,0,0,0,0,466,10,2539,289,14.03,2060
G0400130723307,Arizona,Maricopa County,723307,27.84,359.66,2186,22.85,82.08,320.6,89.14,1886,86.28,4.99,17.92,39.06,10.86,300,13.72,4222,501,14.13,3546
G0400130422502,Arizona,Maricopa County,422502,5507,5619,6086,5054,91.77,4714,83.89,4024,66.12,453,8.23,905,16.11,2062,33.88,2418,284,14.26,1991
G0400130104222,Arizona,Maricopa County,104222,4986,5937,5915,4612,92.5,5103,85.95,4793,81.03,374,7.5,834,14.05,1122,18.97,4198,464,14.28,3250
G0400130114401,Arizona,Maricopa County,114401,1736,2152,1724,735,42.34,575,26.72,332,19.26,1001,57.66,1577,73.28,1392,80.74,4108,447,14.37,3110
G0400130109400,Arizona,Maricopa County,109400,6008,7814,8290,4987,83.01,3722,47.63,2107,25.42,1021,16.99,4092,52.37,6183,74.58,4297,528,14.45,3653
G0400130110001,Arizona,Maricopa County,110001,3329,4329,4529,2417,72.6,1350,31.19,739,16.32,912,27.4,2979,68.81,3790,83.68,3906,457,14.7,3108
G0400130318800,Arizona,Maricopa County,318800,5678,6239,6057,4676,82.35,4403,70.57,4531,74.81,1002,17.65,1836,29.43,1526,25.19,4100,441,14.79,2982
G0400130422606,Arizona,Maricopa County,422606,805.06,3766,9135,737.32,91.59,3441,91.37,8193,89.69,67.74,8.41,325,8.63,942,10.31,3728,345,14.8,2331
G0400130217800,Arizona,Maricopa County,217800,6492,6293,6059,6120,94.27,5591,88.84,4973,82.08,372,5.73,702,11.16,1086,17.92,5963,686,14.84,4624
G0400130422107,Arizona,Maricopa County,422107,3331,4008,3688,2938,88.2,3018,75.3,2406,65.24,393,11.8,990,24.7,1282,34.76,4748,627,14.94,4198
G0400130615900,Arizona,Maricopa County,615900,31,3262,4362,2,6.45,2957,90.65,3923,89.94,29,93.55,305,9.35,439,10.06,3229,472,14.99,3149
G0400130061029,Arizona,Maricopa County,61029,5.95,2872,4905,3,50.42,2423,84.37,3966,80.86,2.95,49.58,449,15.63,939,19.14,1612,196,15.03,1304
G0400130082210,Arizona,Maricopa County,82210,166,252,4633,116,69.88,147,58.33,2008,43.34,50,30.12,105,41.67,2625,56.66,2521,331,15.08,2195
G0400130061027,Arizona,Maricopa County,61027,0,1944,5539,0,#DIV/0!,1688,86.83,4625,83.5,0,0,256,13.17,914,16.5,1852,207,15.19,1363
G0400130420304,Arizona,Maricopa County,420304,419,911,1081,403,96.18,874,95.94,1011,93.52,16,3.82,37,4.06,70,6.48,866,106,15.21,697
G0400130116715,Arizona,Maricopa County,116715,2383,2250,2075,2197,92.19,2049,91.07,1779,85.73,186,7.81,201,8.93,296,14.27,5751,656,15.23,4308
G0400130216809,Arizona,Maricopa County,216809,642.38,4455.58,4939,626.39,97.51,4332.72,97.24,4689,94.94,15.99,2.49,122.86,2.76,250,5.06,3231,304,15.34,1982
G0400130217400,Arizona,Maricopa County,217400,3292.27,3365.15,3085,3179.27,96.57,3091.15,91.86,2809,91.05,113,3.43,274,8.14,276,8.95,2293,310,15.36,2018
G0400130422204,Arizona,Maricopa County,422204,3215,3192,2794,2989,92.97,2733,85.62,2262,80.96,226,7.03,459,14.38,532,19.04,3671,407,15.53,2620
G0400130422616,Arizona,Maricopa County,422616,1116.06,2314,4513,1045.06,93.64,1994,86.17,3689,81.74,71,6.36,320,13.83,824,18.26,3096,434,15.54,2793
G0400130112201,Arizona,Maricopa County,112201,3592,4734,4400,1229,34.21,673,14.22,381,8.66,2363,65.79,4061,85.78,4019,91.34,2355,235,15.56,1510
G0400130319600,Arizona,Maricopa County,319600,5493,5652,5436,5060,92.12,4648,82.24,4448,81.82,433,7.88,1004,17.76,988,18.18,2395,298,15.76,1891
G0400130112511,Arizona,Maricopa County,112511,721,906,6816,274,38,306,33.77,2375,34.84,447,62,600,66.23,4441,65.16,2664,347,15.9,2182
G0400130422513,Arizona,Maricopa County,422513,3411,4534,4280,3248,95.22,4070,89.77,3628,84.77,163,4.78,464,10.23,652,15.23,2848,269,16.13,1668
G0400130319904,Arizona,Maricopa County,319904,5976,5387,4865,5473,91.58,4755,88.27,4047,83.19,503,8.42,632,11.73,818,16.81,2912,366,16.27,2249
G0400130061016,Arizona,Maricopa County,61016,299.28,114.79,4614,165.31,55.24,33.99,29.61,3561,77.18,133.97,44.76,80.8,70.39,1053,22.82,3049,448,16.33,2743
G0400130040517,Arizona,Maricopa County,40517,2922.42,4004.25,7621,2239.74,76.64,2724.03,68.03,5448,71.49,682.68,23.36,1280.22,31.97,2173,28.51,5134,682,16.56,4118
G0400130116204,Arizona,Maricopa County,116204,2962,3700,3638,2115,71.4,1698,45.89,1372,37.71,847,28.6,2002,54.11,2266,62.29,2936,349,16.56,2107
G0400130612700,Arizona,Maricopa County,612700,90.18,2426,2271,89.02,98.71,2327,95.92,2140,94.23,1.16,1.29,99,4.08,131,5.77,1216,158,16.65,949
G0400130114000,Arizona,Maricopa County,114000,1929,2477,2614,738,38.26,853,34.44,1502,57.46,1191,61.74,1624,65.56,1112,42.54,4684,638,16.91,3772
G0400130109500,Arizona,Maricopa County,109500,3719,4496,4867,3175,85.37,2727,60.65,1360,27.94,544,14.63,1769,39.35,3507,72.06,3205,455,17.12,2657
G0400130103205,Arizona,Maricopa County,103205,3169,2903,2652,3048,96.18,2780,95.76,2496,94.12,121,3.82,123,4.24,156,5.88,4018,523,17.22,3037
G0400130106802,Arizona,Maricopa County,106802,3199,3431,3248,2723,85.12,2623,76.45,1922,59.17,476,14.88,808,23.55,1326,40.83,4323,623,17.22,3617
G0400130104802,Arizona,Maricopa County,104802,6390,6312,5688,6147,96.2,5903,93.52,5162,90.75,243,3.8,409,6.48,526,9.25,5706,772,17.41,4435
G0400130107300,Arizona,Maricopa County,107300,4908,6298,6202,4199,85.55,3575,56.76,2792,45.02,709,14.45,2723,43.24,3410,54.98,2478,394,17.43,2261
G0400130106501,Arizona,Maricopa County,106501,2839,3168,2877,2628,92.57,2844,89.77,2423,84.22,211,7.43,324,10.23,454,15.78,4664,545,17.51,3112
G0400130422404,Arizona,Maricopa County,422404,1823,4517,4334,1677,91.99,4074,90.19,3814,88,146,8.01,443,9.81,520,12,2968,419,17.53,2390
G0400130319909,Arizona,Maricopa County,319909,2460.61,2520.01,2278,2330.31,94.7,2360.84,93.68,2085,91.53,130.3,5.3,159.17,6.32,193,8.47,3831,532,17.68,3009
G0400130422630,Arizona,Maricopa County,422630,2769,3972,3870,2591,93.57,3537,89.05,3126,80.78,178,6.43,435,10.95,744,19.22,2204,333,17.73,1878
G0400130422633,Arizona,Maricopa County,422633,342,1875,2753,335,97.95,1693,90.29,2296,83.4,7,2.05,182,9.71,457,16.6,1137,167,17.77,940
G0400130104225,Arizona,Maricopa County,104225,3512,4148,3699,3292,93.74,3702,89.25,3200,86.51,220,6.26,446,10.75,499,13.49,2688,428,17.77,2408
