GISJOIN,STATE,COUNTY,TRACTA,TotalEthnicityCount_1990,TotalEthnicityCount_2000,TotalEthnicityCount_2010,NotHispanicLatino_1990,NotHispanicPercent_1990,NotHispanicLatino_2000,NotHispanicPercent_2000,NotHispanicLatino_2010,NotHispanicPercent_2010,HispanicLatino_1990,HispanicPercent_1990,HispanicLatino_2000,HispanicPercent_2000,HispanicLatino_2010,HispanicPercent_2010,NotHispanic_2015,Hispanic_2015,HispanicPercent_2015
G0400130810400,Arizona,Maricopa County,810400,1439.00,5030.00,4661.00,1285.00,89.30,4490.00,89.26,4039.00,86.66,154.00,10.70,540.00,10.74,622.00,13.34,1394.00,2368.00,221.10
G0400130810500,Arizona,Maricopa County,810500,1248.00,5377.00,5168.00,1139.00,91.27,4856.00,90.31,4522.00,87.50,109.00,8.73,521.00,9.69,646.00,12.50,1800.00,3172.00,218.01
G0400130810600,Arizona,Maricopa County,810600,2597.48,6952.00,6540.00,2413.09,92.90,6284.00,90.39,5769.00,88.21,184.39,7.10,668.00,9.61,771.00,11.79,1334.00,2496.00,239.77
G0400130810700,Arizona,Maricopa County,810700,3586.94,7173.93,6775.00,3159.32,88.08,6267.23,87.36,5567.00,82.17,427.62,11.92,906.70,12.64,1208.00,17.83,1031.00,3235.00,267.80
G0400130810800,Arizona,Maricopa County,810800,843.06,3739.07,4235.00,754.68,89.52,3312.77,88.60,3678.00,86.85,88.38,10.48,426.30,11.40,557.00,13.15,2310.00,2733.00,201.55
G0400130810900,Arizona,Maricopa County,810900,2772.00,6083.00,5636.00,2477.00,89.36,5362.00,88.15,4828.00,85.66,295.00,10.64,721.00,11.85,808.00,14.34,2227.00,2449.00,174.55
G0400130811000,Arizona,Maricopa County,811000,2073.00,2958.00,2776.00,1895.00,91.41,2607.00,88.13,2384.00,85.88,178.00,8.59,351.00,11.87,392.00,14.12,824.00,1573.00,241.26
G0400130811100,Arizona,Maricopa County,811100,2300.00,2293.00,2225.00,1921.00,83.52,1816.00,79.20,1720.00,77.30,379.00,16.48,477.00,20.80,505.00,22.70,2634.00,3699.00,203.69
G0400130811200,Arizona,Maricopa County,811200,577.00,726.00,2429.00,426.00,73.83,473.00,65.15,1816.00,74.76,151.00,26.17,253.00,34.85,613.00,25.24,2718.00,1196.00,69.49
G0400130811300,Arizona,Maricopa County,811300,599.00,3113.00,2839.00,531.00,88.65,2733.00,87.79,2352.00,82.85,68.00,11.35,380.00,12.21,487.00,17.15,4119.00,709.00,30.99
G0400130811400,Arizona,Maricopa County,811400,430.00,5738.00,5228.00,408.00,94.88,5039.00,87.82,4355.00,83.30,22.00,5.12,699.00,12.18,873.00,16.70,1829.00,1461.00,120.45
G0400130811500,Arizona,Maricopa County,811500,26.00,1845.01,2500.00,1.00,3.85,1645.01,89.16,2189.00,87.56,25.00,96.15,200.00,10.84,311.00,12.44,1020.00,3015.00,275.59
G0400130811600,Arizona,Maricopa County,811600,1849.00,3651.00,4159.00,1538.00,83.18,2801.00,76.72,3222.00,77.47,311.00,16.82,850.00,23.28,937.00,22.53,1477.00,4033.00,313.36
G0400130811700,Arizona,Maricopa County,811700,2645.00,4401.00,4487.00,2278.00,86.12,3443.00,78.23,3367.00,75.04,367.00,13.88,958.00,21.77,1120.00,24.96,1481.00,4019.00,288.51
G0400130811800,Arizona,Maricopa County,811800,40.00,506.00,2028.00,40.00,100.00,479.00,94.66,1813.00,89.40,0.00,0.00,27.00,5.34,215.00,10.60,1101.00,2590.00,219.86
G0400130811900,Arizona,Maricopa County,811900,79.00,4308.00,5544.00,68.00,86.08,3857.00,89.53,4841.00,87.32,11.00,13.92,451.00,10.47,703.00,12.68,4414.00,287.00,14.86
G0400130812000,Arizona,Maricopa County,812000,966.00,1174.00,3617.00,845.00,87.47,789.00,67.21,2333.00,64.50,121.00,12.53,385.00,32.79,1284.00,35.50,5882.00,1600.00,63.77
G0400130812100,Arizona,Maricopa County,812100,545.85,1974.39,6130.00,418.17,76.61,1592.71,80.67,4961.00,80.93,127.68,23.39,381.68,19.33,1169.00,19.07,1340.00,857.00,92.05
G0400130812200,Arizona,Maricopa County,812200,180.00,4878.00,6229.00,30.00,16.67,4236.00,86.84,5308.00,85.21,150.00,83.33,642.00,13.16,921.00,14.79,5935.00,1201.00,47.94
G0400130812300,Arizona,Maricopa County,812300,96.00,1197.00,4511.00,86.00,89.58,1088.00,90.89,3979.00,88.21,10.00,10.42,109.00,9.11,532.00,11.79,1044.00,699.00,117.09
G0400130812400,Arizona,Maricopa County,812400,449.15,425.61,6098.00,279.83,62.30,267.29,62.80,5225.00,85.68,169.32,37.70,158.32,37.20,873.00,14.32,1657.00,936.00,76.47
G0400130812500,Arizona,Maricopa County,812500,34.00,53.00,2070.00,31.00,91.18,32.00,60.38,1850.00,89.37,3.00,8.82,21.00,39.62,220.00,10.63,2248.00,2340.00,142.86
G0400130812600,Arizona,Maricopa County,812600,415.00,4095.00,4400.00,386.00,93.01,3779.00,92.28,3976.00,90.36,29.00,6.99,316.00,7.72,424.00,9.64,1736.00,3720.00,243.77
G0400130812700,Arizona,Maricopa County,812700,31.00,3732.00,5771.00,13.00,41.94,3451.00,92.47,5134.00,88.96,18.00,58.06,281.00,7.53,637.00,11.04,1463.00,1996.00,158.54
G0400130812800,Arizona,Maricopa County,812800,281.00,345.00,4390.00,181.00,64.41,222.00,64.35,3818.00,86.97,100.00,35.59,123.00,35.65,572.00,13.03,2325.00,479.00,39.52
G0400130812900,Arizona,Maricopa County,812900,0.00,1353.00,2963.00,0.00,0.00,1237.00,91.43,2691.00,90.82,0.00,0.00,116.00,8.57,272.00,9.18,2712.00,1490.00,75.83
G0400130813000,Arizona,Maricopa County,813000,375.00,1996.00,2699.00,267.00,71.20,1891.00,94.74,2544.00,94.26,108.00,28.80,105.00,5.26,155.00,5.74,2840.00,617.00,35.56
G0400130813100,Arizona,Maricopa County,813100,98.00,105.00,2446.00,76.00,77.55,81.00,77.14,2084.00,85.20,22.00,22.45,24.00,22.86,362.00,14.80,4081.00,667.00,37.10
G0400130813200,Arizona,Maricopa County,813200,70.00,361.00,4212.00,9.00,12.86,273.00,75.62,3721.00,88.34,61.00,87.14,88.00,24.38,491.00,11.66,3703.00,709.00,39.63
G0400130813300,Arizona,Maricopa County,813300,185.00,284.00,4816.00,82.00,44.32,170.00,59.86,4298.00,89.24,103.00,55.68,114.00,40.14,518.00,10.76,5382.00,364.00,16.27
G0400130813400,Arizona,Maricopa County,813400,71.00,80.00,3792.00,51.00,71.83,47.00,58.75,3299.00,87.00,20.00,28.17,33.00,41.25,493.00,13.00,3106.00,1086.00,64.03
G0400130813500,Arizona,Maricopa County,813500,402.00,735.00,2902.00,347.00,86.32,646.00,87.89,2577.00,88.80,55.00,13.68,89.00,12.11,325.00,11.20,5284.00,528.00,23.27
G0400130813600,Arizona,Maricopa County,813600,175.00,324.00,3138.00,124.00,70.86,243.00,75.00,2795.00,89.07,51.00,29.14,81.00,25.00,343.00,10.93,2571.00,1043.00,85.63
G0400130813700,Arizona,Maricopa County,813700,1397.00,2789.00,2528.00,1381.00,98.85,2765.00,99.14,2484.00,98.26,16.00,1.15,24.00,0.86,44.00,1.74,3499.00,1215.00,73.50
G0400130813800,Arizona,Maricopa County,813800,58.00,2829.00,2962.00,50.00,86.21,2782.00,98.34,2896.00,97.77,8.00,13.79,47.00,1.66,66.00,2.23,3699.00,299.00,17.84
G0400130813900,Arizona,Maricopa County,813900,12.00,670.00,5202.00,0.00,0.00,590.00,88.06,4390.00,84.39,12.00,100.00,80.00,11.94,812.00,15.61,1945.00,2263.00,167.51
G0400130814000,Arizona,Maricopa County,814000,25.00,0.00,1531.00,0.00,0.00,0.00,0.00,1470.00,96.02,25.00,100.00,0.00,0.00,61.00,3.98,1867.00,1616.00,162.58
G0400130814100,Arizona,Maricopa County,814100,25.00,29.00,5874.00,0.00,0.00,0.00,0.00,4931.00,83.95,25.00,100.00,29.00,100.00,943.00,16.05,2643.00,1606.00,111.84
G0400130814200,Arizona,Maricopa County,814200,901.00,2909.00,2624.00,828.00,91.90,2653.00,91.20,2328.00,88.72,73.00,8.10,256.00,8.80,296.00,11.28,3266.00,1294.00,71.81
G0400130814300,Arizona,Maricopa County,814300,674.00,3901.00,4040.00,509.00,75.52,3350.00,85.88,3399.00,84.13,165.00,24.48,551.00,14.12,641.00,15.87,2820.00,47.00,2.72
G0400130814400,Arizona,Maricopa County,814400,31.00,4437.00,4909.00,24.00,77.42,3961.00,89.27,4341.00,88.43,7.00,22.58,476.00,10.73,568.00,11.57,2986.00,1733.00,114.69
G0400130814500,Arizona,Maricopa County,814500,0.00,3819.00,5029.00,0.00,0.00,3375.00,88.37,4193.00,83.38,0.00,0.00,444.00,11.63,836.00,16.62,1241.00,883.00,133.18
G0400130814600,Arizona,Maricopa County,814600,279.00,3855.00,4461.00,229.00,82.08,3241.00,84.07,3593.00,80.54,50.00,17.92,614.00,15.93,868.00,19.46,2942.00,0.00,0.00
G0400130814700,Arizona,Maricopa County,814700,1.00,2106.00,4148.00,1.00,100.00,1798.00,85.38,3459.00,83.39,0.00,0.00,308.00,14.62,689.00,16.61,1905.00,1684.00,143.81
G0400130814800,Arizona,Maricopa County,814800,82.00,181.00,5465.00,64.00,78.05,132.00,72.93,4446.00,81.35,18.00,21.95,49.00,27.07,1019.00,18.65,1261.00,2514.00,239.20
G0400130814900,Arizona,Maricopa County,814900,996.00,3077.99,3015.00,920.00,92.37,2751.99,89.41,2606.00,86.43,76.00,7.63,326.00,10.59,409.00,13.57,4520.00,183.00,7.07
G0400130815000,Arizona,Maricopa County,815000,45.00,2162.00,4262.00,43.00,95.56,1984.00,91.77,3808.00,89.35,2.00,4.44,178.00,8.23,454.00,10.65,6837.00,1202.00,52.88
G0400130815100,Arizona,Maricopa County,815100,88.00,726.00,4423.00,38.00,43.18,628.00,86.50,3637.00,82.23,50.00,56.82,98.00,13.50,786.00,17.77,4258.00,570.00,30.24
G0400130815200,Arizona,Maricopa County,815200,158.00,181.00,6720.00,123.00,77.85,135.00,74.59,5584.00,83.10,35.00,22.15,46.00,25.41,1136.00,16.90,2232.00,304.00,28.92
G0400130815300,Arizona,Maricopa County,815300,180.13,231.98,3926.00,142.13,78.90,189.98,81.89,3520.00,89.66,38.00,21.10,42.00,18.11,406.00,10.34,3248.00,1366.00,79.70
G0400130815400,Arizona,Maricopa County,815400,659.87,933.02,6288.00,523.87,79.39,835.02,89.50,5480.00,87.15,136.00,20.61,98.00,10.50,808.00,12.85,4376.00,938.00,54.22
G0400130815500,Arizona,Maricopa County,815500,467.00,569.00,5607.00,418.00,89.51,437.00,76.80,4859.00,86.66,49.00,10.49,132.00,23.20,748.00,13.34,6121.00,1827.00,75.25
G0400130815600,Arizona,Maricopa County,815600,56.20,117.00,5183.00,50.05,89.06,80.00,68.38,4346.00,83.85,6.15,10.94,37.00,31.62,837.00,16.15,1234.00,1022.00,150.07
G0400130815700,Arizona,Maricopa County,815700,19.80,470.00,5525.00,4.95,25.00,402.00,85.53,4551.00,82.37,14.85,75.00,68.00,14.47,974.00,17.63,6241.00,53.00,1.36
G0400130815800,Arizona,Maricopa County,815800,41.00,1.00,4083.00,3.00,7.32,1.00,100.00,3397.00,83.20,38.00,92.68,0.00,0.00,686.00,16.80,5334.00,0.00,0.00
G0400130815900,Arizona,Maricopa County,815900,413.00,630.00,5981.00,342.00,82.81,502.00,79.68,5190.00,86.77,71.00,17.19,128.00,20.32,791.00,13.23,4468.00,753.00,30.41
G0400130816000,Arizona,Maricopa County,816000,573.00,1256.00,8186.00,340.00,59.34,957.00,76.19,7155.00,87.41,233.00,40.66,299.00,23.81,1031.00,12.59,4144.00,749.00,39.82
G0400130816100,Arizona,Maricopa County,816100,0.00,0.00,7264.00,0.00,0.00,0.00,0.00,6190.00,85.21,0.00,0.00,0.00,0.00,1074.00,14.79,5943.00,1115.00,47.96
G0400130816200,Arizona,Maricopa County,816200,0.00,0.00,3982.00,0.00,0.00,0.00,0.00,3286.00,82.52,0.00,0.00,0.00,0.00,696.00,17.48,2706.00,78.00,4.96
G0400130816300,Arizona,Maricopa County,816300,6.48,153.00,3292.00,5.65,87.19,145.00,94.77,3209.00,97.48,0.83,12.81,8.00,5.23,83.00,2.52,3074.00,1166.00,72.29
G0400130816400,Arizona,Maricopa County,816400,87.21,468.00,6823.00,69.14,79.28,393.00,83.97,5835.00,85.52,18.07,20.72,75.00,16.03,988.00,14.48,3930.00,400.00,17.32
G0400130816500,Arizona,Maricopa County,816500,922.31,1135.00,3883.00,482.21,52.28,982.00,86.52,3313.00,85.32,440.10,47.72,153.00,13.48,570.00,14.68,1532.00,34.00,3.71
G0400130816600,Arizona,Maricopa County,816600,41.19,19.54,4278.00,8.35,20.27,6.61,33.83,3605.00,84.27,32.84,79.73,12.93,66.17,673.00,15.73,9431.00,1169.00,40.06
G0400130816700,Arizona,Maricopa County,816700,21.81,22.46,2348.00,14.65,67.17,8.39,37.36,1953.00,83.18,7.16,32.83,14.07,62.64,395.00,16.82,1725.00,2088.00,178.46
G0400130816800,Arizona,Maricopa County,816800,212.00,235.00,2875.00,133.00,62.74,164.00,69.79,2327.00,80.94,79.00,37.26,71.00,30.21,548.00,19.06,1888.00,3116.00,234.46
G0400130816900,Arizona,Maricopa County,816900,369.00,541.00,3393.00,237.00,64.23,403.00,74.49,2883.00,84.97,132.00,35.77,138.00,25.51,510.00,15.03,1081.00,1655.00,210.83
G0400130817000,Arizona,Maricopa County,817000,685.00,1389.00,3523.00,577.00,84.23,1199.00,86.32,3048.00,86.52,108.00,15.77,190.00,13.68,475.00,13.48,2054.00,1776.00,112.48
G0400130817100,Arizona,Maricopa County,817100,456.00,438.00,7549.00,197.00,43.20,178.00,40.64,5931.00,78.57,259.00,56.80,260.00,59.36,1618.00,21.43,3286.00,1473.00,72.45
G0400130817200,Arizona,Maricopa County,817200,1591.00,3531.00,6151.00,1114.00,70.02,2392.00,67.74,4691.00,76.26,477.00,29.98,1139.00,32.26,1460.00,23.74,2509.00,559.00,46.47
G0400130817300,Arizona,Maricopa County,817300,36.00,2179.00,5248.00,10.00,27.78,2154.00,98.85,5167.00,98.46,26.00,72.22,25.00,1.15,81.00,1.54,1306.00,3089.00,231.21
G0400130817400,Arizona,Maricopa County,817400,3048.00,3073.00,2755.00,3039.00,99.70,3044.00,99.06,2691.00,97.68,9.00,0.30,29.00,0.94,64.00,2.32,2681.00,1134.00,69.36
G0400130817500,Arizona,Maricopa County,817500,2736.00,3085.00,2704.00,2712.00,99.12,3062.00,99.25,2654.00,98.15,24.00,0.88,23.00,0.75,50.00,1.85,1967.00,1853.00,179.03
G0400130817600,Arizona,Maricopa County,817600,559.00,857.00,998.00,315.00,56.35,547.00,63.83,609.00,61.02,244.00,43.65,310.00,36.17,389.00,38.98,2707.00,3692.00,169.67
G0400130940700,Arizona,Maricopa County,940700,133.00,143.00,151.00,126.00,94.74,140.00,97.90,142.00,94.04,7.00,5.26,3.00,2.10,9.00,5.96,2688.00,20.00,1.28
G0400130941000,Arizona,Maricopa County,941000,2729.00,2662.00,2931.00,2388.00,87.50,2375.00,89.22,2501.00,85.33,341.00,12.50,287.00,10.78,430.00,14.67,5977.00,210.00,8.95
G0400130941100,Arizona,Maricopa County,941100,48.00,37.00,63.00,9.00,18.75,17.00,45.95,23.00,36.51,39.00,81.25,20.00,54.05,40.00,63.49,3375.00,332.00,24.85
G0400130941200,Arizona,Maricopa County,941200,602.00,824.00,971.00,553.00,91.86,735.00,89.20,804.00,82.80,49.00,8.14,89.00,10.80,167.00,17.20,4467.00,633.00,39.24
G0400130941300,Arizona,Maricopa County,941300,4842.05,6399.30,6293.00,4229.52,87.35,5312.55,83.02,5406.00,85.90,612.53,12.65,1086.75,16.98,887.00,14.10,3421.00,220.00,11.57
G0400130980100,Arizona,Maricopa County,980100,373.00,0.00,0.00,342.00,91.69,0.00,0.00,0.00,0.00,31.00,8.31,0.00,0.00,0.00,#DIV/0!,3263.00,153.00,8.20
G0400130980400,Arizona,Maricopa County,980400,4.00,21.00,15.00,4.00,100.00,19.00,90.48,13.00,86.67,0.00,0.00,2.00,9.52,2.00,13.33,4618.00,911.00,36.65
G0400130980500,Arizona,Maricopa County,980500,0.00,3.00,0.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#DIV/0!,1405.00,1879.00,187.34
G0400130980600,Arizona,Maricopa County,980600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#DIV/0!,2830.00,79.00,4.55
G0400130980700,Arizona,Maricopa County,980700,0.00,9.00,4.00,0.00,0.00,9.00,100.00,4.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,2805.00,575.00,48.12
